author,comment,likes,published_at,reply_count
@boisatayJB,"Abang isa isarb kelakar la,....",0,2020-05-26 02:13,0
@mrkayy7775,bangga aku as orang sarawak  .. panjang umur murah ktk bro..,0,2020-05-25 21:22,0
@peterjackson4519,BILA ADA YANG MINTA DALAM KITA HARIS MENOLONG....KITA TAKAN MENJADI DENGAN DUIT YANG DI MINTA👈,0,2020-05-26 02:15,0
@khairulzulfadlichanell1745,Hebat lu bro,0,2020-05-25 21:11,0
@Meoshini,tolong la student yang tak mampu nak beli laptop yang tak berkemampuan..susah nak buat assigment takda laptop.. terima kasih.. harap isa isarb berhati mulia nak tolong..,0,2020-05-26 02:16,0
@b-ursxlf,"Tersentuh hati dgn brother first tu , mesti dia syukur sangat",0,2020-05-26 02:16,0
@JEBATARJUNA666,Jangan banyak seringgit 😂,0,2020-05-25 20:18,0
@saravanangugen9398,If have a change to meet you I am happy to have you a prazen,0,2020-05-25 21:18,0
@kiemychannel6565,"Hm tpi tula xsemua orng malaysia mcm ni,,klu jumpe mcm ni nasib bik la klu x tu xde rezeki la klu time btl ii terdesak tu...",0,2020-05-25 17:34,0
@hycarldanielcarter1805,Perh bang sebelah umah saye je😭😭😭😭,0,2020-05-25 17:33,0
@danielhaqim8577,"Ade org kasi , tkdr tkde la tp dkt leher ade pod ? BUTO",0,2020-05-25 20:27,0
@saravanangugen9398,Hi abg isa  I happy for what you doing hope God will bless you bro,0,2020-05-25 21:17,0
@danialsyafiq8644,A. Salam isa aku danial umur 22 tahun aku hidup sorang diri mak ayah takda so aku ada problem sikit ni nak mintak tolong dengan kau aku betul ii tengah susah sebab aku punya rumah sewa dah tunggak 2 bulan kerja dah kena buang sebab pkp mintak kerja tempat lain semua tak terima sebab keadaan ekonomi sekarang ni aku perlukan sangat pertologan kau ni untuk tolong aku isa aku tak nak jadi pengemis di kemudian hari sebab sewa tak bayar sekarang hari ii aku nak makan pon susah aku hanya mampu makan roti coklat 90sen je sekarang setiap hari aku harap kau boleh tolong aku isa 😪 kalau sudi menolong kau bagi no wasap kau isa nanti aku wasap kau 😭,0,2020-05-25 20:24,0
@toxicslayers7627,Awesome gak content ko ni bro . Keep up the good deeds ! Stay safe ! Semoga Allah balas kebaikan ko . InshaAllah,0,2020-05-25 21:39,0
@ervaefendi3264,Orang indonesia yg nonton mana suara.,0,2020-05-25 17:35,0
@apaywhuut1597,Isa isarb ni kaya baik hati♥ selamat hari rayaa,0,2020-05-25 20:05,0
@gate8564,Ni dekat kawasan rumah aku ni,0,2020-05-25 17:42,0
@T1IZZY,Aku rindu intro video isa isarb yang dulu :),0,2020-05-25 17:27,0
@coconazmi8823,abang isarb meh lahh bagi giveaway fone kat saya😂😂,0,2020-05-25 17:44,0
@ijatt868,Minat isa,0,2020-05-25 17:29,0
@kuokxiangtey2894,Salam Dari krabi,0,2020-05-26 02:17,0
@arieyfahasriey,"assalamualaikum.. hai.. bole tak saya kerja dengan awka, nak join dengan awak",0,2020-05-25 20:28,0
@aiditmf1390,nak duit raya mmm,0,2020-05-25 19:59,0
@khairulazmi5944,"Terbaik isa n team semoga dimurahkan rezeki kerana membantu org dengan ikhlas semoga merahmati niat korang semua....
Selamat hari raya isa n team😊",0,2020-05-25 20:02,1
@efykila7029,Mentaliti..sembang ngn org tua pun aku aku je kwn kau isarb..hormat xde..next time xbg view dh,0,2020-05-25 20:03,0
@faiezazizi7967,Aku sorang jeke tak minat sangat shah ni,0,2020-05-25 20:04,0
@wawa0562,Knp xde penutup bro? Where's the ending? Mcm tergantung jer video nih ...Ade part 2 ka?,0,2020-05-25 20:28,0
@dynadayyan9605,Abng isa ....bolehke guna kod isaisarb tu,0,2020-05-25 17:30,0
@apisanakdin4933,"Thanks abg isa sbb buat social experiment ni , SAYA NAK MINTA MAAF SBB SBLM NI SAYA PERNAH LOYA BURUK KAT ABG sbb tk tengok video abg sampai habis , slalunya org tengok video abg camtu je pastu kecam sbb tk tengok penghujung video tu , saya harap abg and clan isarb dipanjang umur , dimurahkan rezeki dan sihat walafiat , semoga abg dpt bantu org"" susah kat malaysia ni , content kali ni sgt menyentuh , saya sendiri hampir menitik air mata sbb tengok video abg , org yg susah pon sanggup bagi duit sbb dia paham org and ikhlas nak bantu , lagi pon ekonomi pon camnekan , terima kasih dkt allah sbb dia anta abg untuk bantu org"" susah and abg dh buka mata kami semua , semoga dgn duit sedekah yg abg bagi ni menjadi asbab abg ke syurga nanti and semoga org"" yg abg bantu tu tarik abg masuk syurga di akhirat nanti insyallah moga syurga buat abg isa and clan isarb , saya harap abg buat content"" camni lagi eh , terima kasih abg sbb memberi inspirasi kpd kami untuk meringankan tangan untuk bersedekah , content ni bnyk dia punya moral and menyentuh , terima kasih sekali lagi kerana abg membantu mereka yg susah semoga allah redha dgn perbuatan abg and permudahkan segala urusan abg and clan insyaallah 😭✨",0,2020-05-25 20:04,0
@harithdzulfiqrie3766,bang isa..nak i phone satu leh?😂,0,2020-05-25 20:27,0
@adinajmiadinajmi4775,sedih btl bila tengok ramai lagi rakyat malaysia yg baik2 abg baju kerah to pling sempoii ..,0,2020-05-25 17:40,0
@yudapratama774,Pakai baju yang tak layak pakai seperti canel baimpaula.,0,2020-05-26 02:06,0
@kingking-zi6xd,Bro...pi sedekah lat org miskin dan anal yatim,0,2020-05-26 01:54,0
@mrzarul7744,Aku tak suka isarb shah,0,2020-05-25 20:52,0
@amirulpoker,Kau memang terbaik isa.. Selalu aku akan support video korang..,0,2020-05-26 02:18,0
@zulqarnainhajizakaria4131,bodo hg ni,0,2020-05-26 01:55,0
@veilside4274,SELAMAT HARI RAYA ISARB CLAN SEMUA😁😁,0,2020-05-25 21:50,0
@shakhieruhizadfunnyvideo3434,Hii korang..minta Support Channel YouTube saya..teringin nak jadi youtuber berjayaaa aminnn aminnn,0,2020-05-25 17:37,0
@ibrahimfirdaus9592,Bape kamera kau nk isaaa,0,2020-05-25 17:36,0
@rihzproduction7686,"isa, kedai yang kau beli camera tu, kedai tu kat mana",0,2020-05-25 21:48,0
@xebecgaming155,aku start subscribe time beratus lagi skrng dah ratusan ribu boyyy,0,2020-05-25 21:46,0
@wananglers7898,Good job isa isarb..u are the best....,0,2020-05-26 02:01,0
@muhammadhaikalnjamaluddin8719,SEMOGA REZEKI ISA BERTAMBAH AMINN,0,2020-05-26 02:01,0
@hakimchannelsantai1058,SARAWAK❤️💛🖤,0,2020-05-25 17:31,0
@mohdjefri9254,@isaisarb konten bagus tapi masih kurang lagi cara penghayatan ayat dekat org. Kalau kita nk org percaya yang kita ni betul2 susah. Kita kene tukar cara berpakaian care bercakap cara emosi yang kene . Kita kalau nk tau org yang ikhlas dan tak ikhlas senang je kita buat org menyampah dan kita tengok ape respond dia. Itu saran dari saya. Disitu kita tau sifat asli dari org malaysia.,0,2020-05-25 17:35,0
@skittleswildberry9219,Isarb shah tu bukan dari kepengs punya team ke㋛︎?,0,2020-05-25 17:44,0
@youtubechannelbebas5937,Terbaik lah,0,2020-05-25 19:35,0
@aikalnizamamirhamzah7010,Bagi duit raya dekat adik ii xde ke?,0,2020-05-26 01:31,0
@azrinbakar8601,Bro awak ada langgar pkp ni dengan bersalaman. Jangan sapai ada orang report sebab chanel awak agak popular jadi kena tujuk contoh yg baik pada masyarakat. Teruskan usaha yg murni untuk mendidik masyarakatm kadang2 kita terlupa jadi sama2 kita ingat mengigati. Jangan bersalaman.,0,2020-05-26 00:06,0
@antaraqlan7062,pakai baju ada design isarb comfirm nnti aku tolong,0,2020-05-25 18:32,0
@sombongamat9616,"No one







Isa Isarb:Beli camera setiap video",0,2020-05-25 19:07,0
@aydylchijo399,Nice video isa isarb 😊😊😊😊 terharu tgok isa isarb and the geng buat video mcm ni,0,2020-05-26 00:13,0
@mohdnoor-wm7lc,Abang isa Dan semua isarb clan  selamat Hari Raya aidil fitri 1like         baik hati,0,2020-05-25 23:08,0
@danieluzzey253,Aku tak boleh la semua bende Nak prank bongok la isarb😂.,0,2020-05-26 00:13,0
@sansanyap9770,isa kau memang baik,0,2020-05-25 18:33,0
@renhyuck.0083,Aku tatau kenapa tiap kali tengok video isa isarb mesti aku nangis,0,2020-05-26 00:10,0
@manpatnaam4618,Terharunyaa nmpk org baik semoga murah rezeki,0,2020-05-25 18:34,0
@itsqoss,"Fikiran kita bagus lah isa, sbb btul mintk dkt org susah nnti duit kite bgi tu berguna sbb die susah, kalau org berduit kite mintk die mcm biase je bgi tkde hal sbb ade duit, so bgi dkt org susah",0,2020-05-26 00:35,0
@yusrybaharomtv8406,Harap one day aku dapat jumpa dgn isa isarb.. 🤲,0,2020-05-25 19:06,0
@fuhcekgang2982,Salam isa boleh tak saya nk kerja dngn team isa isarb saya boleh jadi editor video saya ada pengalaman dlm editor sbb saya dari student instedt johor.. kalau tak ad kerja kosong boleh ws saya ( 0109752670 ),0,2020-05-26 00:04,0
@juanelvistading1121,Ini adalah konten terbaik yg pernah aku tengok. Penuh dengan mcm² benda yg korang boleh belajar dari abg Isarb . Belajar dari satu pengajaran bagi semua rakyat Malaysia apa yg baik apa yg buruk. Dan yg dluar sana tngah menonton channel abg Isarb jgn lupa subcribe dan sokong abg Isarb supaya lebih SUCCESS dan membuat konten yg lebih baik dan menarik utk kbaikan semua rakyat Malaysia.,0,2020-05-25 19:05,0
@qadchikk8589,"Bang nak duit raya,🤭",0,2020-05-26 00:02,0
@shinato722,"pakai je bro rm1 tu , tu trademark kau kot dari dulu .... kau bagi siapa berapa pon x kisah yg penting keikhlasan .... mcm isu kat istana negara yg kau bagi rm1 kat wartawan dorang kata menghina , so selama ni sesiapa yg sedekah kat orang susah bagi rm1 tu kira menghina la .... hahaha .. apa punya mentaliti la ... apa2 pon terbaik bro , keep doing what u are doing ... 👍🏻👍🏻👍🏻👍🏻",0,2020-05-26 00:01,0
@zuhairakramil5406,Assalamualaikum d sini ada yg iklas sudi bantu kami sya Mau minta bantuan susu anak sya dan barang yg lain kalau ada hamba allah yg ikhlas tolong kami Syukur alhamdulillah kenapa allah selamat hari raya aidilfitri maaf zahir dan batin☺️😔,0,2020-05-25 23:58,0
@muhdraziq164,Dasar riak,0,2020-05-25 23:09,0
@BiBoTgaming,bro isa....u the man la.....org yg pertama shah mnta tlg tu d situ la i rasa nak nangis...trskn bntu mlysia bro...i support u...n mlysia jgk support u...jnji niat kmu smua tu ikhlas bro...moga kmu smua d bls bro...hero mudah malaysia...trskn bro... chiaooo dulu,0,2020-05-25 23:08,0
@lahlike8398,"susah apa siap pakai jaket kasut iphone haha nk buat content cari la org lain, this is  malaysia dh kenal team isa isarb siap pakai tshirt isa isarb lgi ,  cari la org lain yg dyrang tk kenal bru masuk dengan content , apa pun tahniah",0,2020-05-25 23:06,0
@darren6666,Terbaik Bro👍🏻.Pengalaman  memberi pengajaran kpd kita.,0,2020-05-26 00:14,0
@mobilelegendmalaysia282,Bang tdi kt ig saya jawab dlu..tpi tk dpt..saya btul ii memerlu kn Bsn 1099541000269453😢,0,2020-05-25 18:31,0
@boboychannel8179,Jom singgah di channel sya kejap lahi nk 100 subscribe je🇲🇾🥰🥰,0,2020-05-25 18:27,0
@joeery5699,Mr.Beast version malaysia,0,2020-05-25 20:49,0
@marijuanahaha8498,Navi kena kutuk pakai rantai hahahaha,0,2020-05-26 00:34,0
@zackbenworld1595,Nak juga jd mcm isa isarb...dpt duit dri youtube bley trus gi haji...doakan sy mampu utk naik haji ye semua,0,2020-05-25 18:27,0
@lstarcompany4661,"Salam bro,please ajar saya your buiesnes,saya nak bayar hutang mak saya",0,2020-05-25 18:27,0
@roylegend3040,"Allahu..
Mata berkaca tgk sesetgh rakyat kita yg tak berkira walaupun cukup2 makan jer tp still sanggup bagi derma. Allah balas cash 💰 didunia, akhirat pun dapat lagi..",0,2020-05-25 18:28,0
@generationg5design20,Awal Kaye ke,0,2020-05-26 00:33,0
@mohdsyfiq459,"Aq minat tgk content ii clan isarb nih sebb budak ii dia berani buat social experiment, challenge, dare semua tuh..memng terbaik lh isarb clan👍🏻",0,2020-05-26 00:28,0
@oragaming4249,Terbaik la isa israb✨,0,2020-05-26 00:26,0
@ZarulAshraff00,"Kalau tkde duit kita pun susah walaupun kita tetap cari duit 
Orang pun kasih duit ke kasih nasi ke mcm2  lah  orang pun bantu kita walaupun kita ni susah ke tk susah 
Apa2 pun mereka akan tolong kita allah pun tahu kita ni susah walapun allah tahu mereka akan bantu kita 
Bantu like sikit yang setuju like je",0,2020-05-25 23:05,0
@mohamadtajudin5,Dari Isa ustat adalah terbaik menolong org susah dan membantu Pula. Org yg membantu dlm keadaan susah Allah akan mempermudahkan.,0,2020-05-25 18:29,0
@raynerray544,Nice one. Keep it up👍👍👍terbaik. Youtuber malaysia pasti boleh💪,0,2020-05-26 00:24,0
@1leman88,"Bro, brader 2 org terawal yg bagi RM20 kt Shah tu nampak mcm org susah, keje kontrek. Gaji Hari. PKP kompem xde gaji langsung. Tp dia usaha dptkan duit utk tolong Shah. Sebab apa? Sebab dia paham mcm Mana rasa susah tu. Aku pun rasa benda yg sama bila Ada org dtg mintak tolong dlm keadaan terpaksa. Tapi Ada jugak org yg menipu. Banyak kali jugak aku kena. Jadi aku redha, biar Allah yg balas.",0,2020-05-25 18:30,0
@ahmaddenish5580,"Aslamualaikum, isa buat la giveaway yg senng cikit tk nk ah beli ii produk nk giveaway Kali ni lain cikit boleh plssss😂😂",0,2020-05-25 18:30,0
@Hatyremok,Aku bangga dengan abang baju merah haty tu. Ni lah contoh terbaik. Walau pun nampak gaya gangster tp jiwa dia sangat perikemanusiaan.,0,2020-05-26 00:23,0
@monjalak7903,rupanya kamu ni tidak peduli dengan orang dlm kesusahan.. sy dah comment sebab tiada no hp kamu tpi bkn kamu nampak pun isa comment sy ni...jan tunjuk baik sangat la kalau tolong sikit pun tak boleh... nak maki salah aduh,0,2020-05-25 19:01,0
@mnbmy4882,Semoga channel isa iSARB mencapai 1 juta sub,0,2020-05-25 23:57,0
@sy4bil,bagus jugak kau buat social experiment mcm nieyy coz bole tgk mne satu yg rasis n mne satu yg oky . patutnye yg rasis tdi kau uncensored muke dorng  . ihcbta RASIS !!,0,2020-05-25 19:00,0
@zainorursa8246,"brother baju biru tu mmg homeless area kj , thanks u guys help him . dulu slalu main snooker dgn dia even dia homeless",0,2020-05-25 18:46,0
@fuzimay611,Saye subcriber yaa.. He he,0,2020-05-25 23:38,0
@antaraqlan7062,S.O.P - Dilarang berjabat tangan  (Kesalahan Waktu PKPB),0,2020-05-25 18:47,0
@wanzurhilmibinwanzurzurhil3523,bang bagi link forex atau gp forex,0,2020-05-25 18:48,0
@mdazlie2090,Depan cimb kelana jaya,0,2020-05-25 23:37,0
@fuzimay611,Assalamualaikum abang...?,0,2020-05-25 23:37,0
@noobmaster2753,Bole tak isa bagi aku bantuan ??melalui transfer bank😂😂,0,2020-05-25 23:32,0
@bunnyy6210,Good Game,0,2020-05-25 18:53,0
@asyraffarhansaprizal1452,Shah punya job memang nice la. Nak nangis for real doo,0,2020-05-25 18:54,0
@mdazlie2090,Pergh isa shoot dekat kelana jaya lah. Depan rumah aku je,0,2020-05-25 23:37,0
@ienatwins7174,Kenapa team isarb banyak duit ye?????,0,2020-05-25 18:56,0
@edemran3718,where is your mask,0,2020-05-25 18:54,0
@mohdfazri5700,PLEASE BUANG BACKGROUND SONG,0,2020-05-25 18:54,0
@kyle-do2cd,Slmat raya isa isap minta ampau bkin beli susu 😁,0,2020-05-25 18:55,0
@raihanashraaf1101,Isarb Shah padu beb,0,2020-05-25 23:37,0
@Abanghomeboisforever,content tak pernah mengecewakan.,0,2020-05-25 18:56,0
@haaziqismailmalakalu3673,Sempat lagi beli DJI MAVIC PRO,0,2020-05-25 23:28,0
@mdanishmrizan2186,"Octafx tu buat duit online ke, kat dlm fone",0,2020-05-25 23:38,1
@onepiece521,Aku nak tnya forex ni halal ke?,0,2020-05-25 18:37,0
@aimxnofficial8877,Bro Memang Terbaik Ahh Bro,0,2020-05-25 23:26,0
@dtp5a_nurshazmin127,Ya Allah 😂😭😭😭,0,2020-05-25 23:16,0
@syukrichaneltv2704,Bagus la isa isarb saya suka abg isa isarb,0,2020-05-25 23:56,0
@samsurieramli7853,"Rambut tu bagi serabai sikit, jangan smart sgt",0,2020-05-25 18:58,0
@azikk7343,Orang memang nak tolong. Tapi kebanyakkan suka ambik kesempatan dalam kesempitan. So orang akan ragu2 ....,0,2020-05-25 18:40,0
@putramuhammad2206,Trbaik isa isarb,0,2020-05-25 23:52,0
@abcdejb,lepas ni rakyat malaysia akan bagi 5k lah kat semua orang susah sebab ingatkan dapat 10x ganda 😄,0,2020-05-25 18:40,0
@afiqsalidi,Terbaik isa . Salute🤙🏼,0,2020-05-25 18:42,0
@anakgajahgtrtv8369,Isa isarb memang bagus...,0,2020-05-25 18:58,0
@shahrizalidham7690,"Orang Kaya Terlalu Ramai , Tetapi Org Yg Pemurah Sentiasa Ada . Ini Bukti Rakyat Malaysia Baik Hati Tanpa Mengira Bangsa .",0,2020-05-25 18:43,0
@rusmeliamansor7082,Selalu buat video dgn duit saja..coba buat tanpa duit ..baru ada nilai yg mulia,0,2020-05-25 18:44,0
@furypwml4049,"""soghy ah ganggu bang""",0,2020-05-25 23:24,0
@ryzingzofficial.4318,ISARB SHAH PERNAH KERJA NGAN ASA PRODUCTION,0,2020-05-25 23:40,0
@abanggempak9318,Bang isa tolong la buat video khas untuk cara guna octafx ni bang...kami semua x tau nak buat,0,2020-05-25 18:46,0
@ouhhnana9448,"Bro !! Saya saya minat dngan baju  yang bro pakai 
Tu",0,2020-05-25 18:58,0
@zzzafri,Mintak OctaFX buat apps untuk ios please,0,2020-05-25 23:39,1
@rijalelias7591,respect bro yg offer nk hantar dia balik tu 😀👍👍👍,0,2020-05-25 23:02,0
@thelastwan3146,Berapa banyak kamera daa,0,2020-05-25 23:01,0
@TiturOfficial,"Yang minta duit dekat orang guna baju Isa isarb takkan orang tak tahu hahahaha
(Lakon betul la)",0,2020-05-26 01:28,0
@khusairihussain2501,isa terbaik sosial experiment,0,2020-05-25 18:11,0
@yanx6809,Social distancing bro,0,2020-05-25 22:44,0
@mardiahbaling9999,Padu.. £@£&×;×;×*@@£×&÷;,0,2020-05-26 01:16,0
@shahzulkarnain6535,Yang last itu terbaik..sbb dia ada extra nk hantar..,0,2020-05-25 18:10,0
@MUNIRAHXDCUT,Terbaik isarb-cuma time2 covid ni amalkan aicial distancing ye..hehe,0,2020-05-26 01:13,0
@adibahradhiah1863,Nice content!! ❤️ jatuh air mata shawal aku 🙂,0,2020-05-26 01:11,0
@djumperxx18tv84,terbaek bro..semoga murah rezeki..,0,2020-05-25 19:31,0
@ryuheesojin,OMG suddenly Tae dgn Edit tu.. :/,0,2020-05-25 18:11,0
@jamilexlah2496,Face mask pun tidak pakai salam peluk lagi.. Come on lah bro jangan terlampau ignorant keadaan covid sekarang ni,0,2020-05-25 19:29,0
@Babayagaa98,Lets go 1mil subscribers 💥,0,2020-05-25 18:26,0
@ariffahmizah,Mana boleh peluk dan salam,0,2020-05-26 01:10,0
@muhammadfaizzakaria7095,Terbaik isa moga kita semua dapat tolong orang susah macam isa juga ..💪🏼☺️,0,2020-05-25 18:11,0
@jahhabagjahahj1371,Bro dah ramai kot kenal kau nak buat kontent jangan la pakai baju kau lepastu kaalau boleh guna orang lain kalau untuk kontent kontent mcm ni,0,2020-05-25 22:46,0
@adnazri7869,aku respert anak muda macam kau..terbaik!,0,2020-05-25 18:12,0
@tiadapengguna2514,Taknam bagi duit raya tak isab,0,2020-05-25 18:12,0
@mohdyunusmohdyassin4466,"Isa Isarb and team kalau datang Kelana Jaya kena roger sy....hehehe nice team. pemilihan location juga main peranan. Kena cari betul betul kawasan susah contoh di sebelah taman medan, kg lindungan. maaf my2cent",0,2020-05-26 01:10,0
@fairuzizdhihar,Try minta Kat pengemis tepi jln... Stylo juga tu... Asyik minta Kat org awam je... Pengemis Pon Kaya juga..,0,2020-05-26 01:09,0
@amzarakidchanel6558,Isa isarb memang  best i like and share you video and i subscribe you chanel best gila suka tolong orang suka sedekah saya doakan isa isarb  sentiasa sihat dan saya doa kan murah rezeki instagram  saya amzarr_akid,0,2020-05-25 18:08,0
@AlisIkhmal,Alhamdulillah abg isa,0,2020-05-25 22:40,0
@russelon,Terbaik..mantap bro..nah satu like dan satu subscribed dari aku,0,2020-05-26 01:19,0
@safwanramlan1717,"Bro isa.,,sy cadangkan kmu pkai bju pengemis,..bru lebih menarik",0,2020-05-26 01:20,0
@anonymousjoker4278,Rasa macam better hire bodyguard klw bwk duit byk2 gitu😂,0,2020-05-26 01:25,0
@mohamadnaim6731,Isaaa ko x nak buad sosial expirimen   dekat golongan remaja pulak ke boleh kita tngok mentaliti. Remaja skerang,0,2020-05-25 22:13,0
@am_marzz6772,Isa isarb the best...smoga Isa and team dmurhkn rzki..smoga lbih maju channel Nye...Dan smoga msuk syurga sbb tkg org camni aamiin,0,2020-05-25 18:03,0
@shalushalini5500,"Wow,u are great Isa....keep it up...😘",0,2020-05-26 01:25,0
@emalipin7250,Semoga dimurahkan rezeki korangg geng isa isarb terbaikkkk👍🏼,0,2020-05-25 22:23,0
@ezzadmuammar,Tempat beli barang kamera tu mcm dekat SS2 jee,0,2020-05-25 19:39,0
@cikmanstudio2485,PLEASE YG LAIN TU SUBSCRIBE JUGAK CHANNEL ISA ISARB SAMPAI 1JUTA...COMMON GUYSSS,0,2020-05-26 01:22,0
@imranhakim8612,Respect broo,0,2020-05-25 18:03,0
@esseven1385,"Dulu aku x suka tgk vidio dlm channel ni, tapi tibe2 isa slalu buat vidio camni, mmg terharu",0,2020-05-26 01:22,0
@anakkampung6011,Pakai baju syarikat mmg laa org kenal,0,2020-05-25 19:38,0
@muhammadirfannizam6815,One dayy nak jadi cam kau gak isaa :(,0,2020-05-25 18:05,0
@Kaiser-d5r,yg sedekah tu.. aku respect bhai,0,2020-05-25 18:05,0
@TheAdieyIrfan,vid kau kalau tk buat aku sebak tk sah,0,2020-05-25 22:32,0
@mdnohmohamednun1967,Isarb shah muka macam tak Jensen tapi baik 👌👌💪🏻✅,0,2020-05-25 23:36,0
@amarhakim9129,kawan kawan sawarak aku memamg baik baik,0,2020-05-25 19:32,0
