text,label
you handled that like a champ!,2
you're crazy for finishing that bowl dude!,0
if i ate that food all i would taste is heat..a bad burn😅,0
i love kin kin pan mee.. even though its pork bcz its soo delicious!!,2
"i would not get near that noodles mark,u are darn crazy man😂😂,thats crazy hot n spicy .good job bro ,cheers",2
"mark, you so crazy! first time i saw you sweat!",2
"malaysian food isn't that spicy. chili padi is commonly used but not usually in large amounts and with the downside of a bitter taste and rather odd flavour.what you're eating here of tourist food and they're using this to draw in.. tourists! i bet much of that heat came from an imported us sauce you missed, or was hidden, in the ingredients.",0
love ya brotha mark!,2
the astronaut (toilet) is going up uranus 😂😂,1
hello mark is that food spicier than samyang x3??,1
mark turns the color of the noodles 😅😅,1
"if the master is struggling like that, who else would have that suicidal thought of trying that level of chilli😂😂",0
"that fried fish and rice, looked beautiful! or rather juicy! lol i can't believe it, but man does that look spicy and good!",2
"i tried his restaurant, i can handle spice quite well, so went all in. believe me, going to the toilet that night was like holding a lighter to my a**.",2
this is the very first video i've seen of you wiping your nose!!,2
that is a mark wiens level of spicy 🥵 🔥 that no else should try out. even the chef said he would not eat it😂😂,0
where are all those spice kings from the yt shorts? wanna see those rookies eat this lol,1
"i have a serious question. if you add so much spice to every food, the original taste may be killed,,it becomes the same chili taste, doesn't it?",0
i hate spicy food. it hurts my mouth. it's painful.,0
still overeacting as usual!,0
"your best video yet, mark! mouth is drooling haha",2
this is great! i’ve been watching mark for years and i’ve never ever seen him suffer with chillies until now..! 🥵,2
what happened to if it's not spicy i'm not eating 😅😅,0
i want the toilet video… in spicy out spicy too 😅😅,1
you should have sunny try that !! 😅,2
"i don’t like this look i always watch your channel cause it brought to my attention different foods that you deemed edible but this cover for your youtube makes you look demonic and i thought you was a wholesome person that just enjoyed different cuisines i blocked you because i would subscribe to you but when you kept putting that caucasian on there with the red bandanna, i said there’s no way i’m supporting mark anymore but now they pop up with this demonic looking cover for your video and i didn’t watch this video i just clicked on it so i can leave a comment. you need to focus and pay more attention on what kind of content you are putting out. sure, you have a restaurant and money and all of thatbut do you want to continue doing this? that is the question",0
"if mark says it is that hot, barely anyone in the world can handle it. also, he looked like he took 5 bong hits after he was done.",0
"sometimes i think he talks too much, after every bite he has to say something, why not just eat and report back at the end?",0
if mark says it’s spicy please do not try it😂😂,0
this must be the first time to see mark actually suffering from spicy food 😂well done!!,2
wow that must have been hot!!,2
i've had javanese fried chicken. is this similar?,1
i feel like this is how you develop ibs if you don't already have it 😂,1
god i hope mark would be in an episode of hot ones and just laugh all the way thru entire episode 😆,2
his eyes look like possessed demon.,0
"we just watched rebirth, true reinkarnation!",2
malaysia looks like it has the tastiest food. i will be visiting as soon as i can.,2
please don’t start with the ai thumbnail,0
mark crying because something sad happened = ❌mark crying because he met his match = ✅,0
what about trinidad scorpion pepper??,1
🤩🌶🌶💣😭👉🌶🍗🥩🦐🦞🦀🦑🐟🌶🥥🌶🧄🧅🌶🥜🥔🥕🫑🥒🍄🌶😋😋👍👍👌👌👏👏we love you mark wiens ying and mica♥,2
"if it ain't spicy, i ain't eatin it!! hahaha. love ya mark!! this was amazing. the king of spice reigns supreme!",2
bro ur crazy but good for tout,2
if its too spicy for mark i would not even touch it with a glove,0
2:14 the horse sound..anyone heard it..? 🙉,1
"even if something gets past my mouth, the pain it causes my stomach and gi isn’t worth it!! lol",0
"mate, do you have some super human/superhero stomach to eat super hot food, again and again all day? i use to fancy hot food but my stomach gave up. i watch your channel vicariously watching you eat spicy food. cheers!",2
how can u still taste anything,0
that fresh made sambal got me sweating 😅,2
yummy yummy ❤,2
who else cant watch these unless they be eating something too. i dont get through the majority of these videos too because of it lol,0
need you to go on the hot ones!,1
need that on a new shirt spice warrior,1
spice warrior yess!!,2
i'm 31:31 in the video and had to pause. i'm laughing and worried about the color of your face. bro i know your stomach is burning omg,0
"i will pass for 10,00 alex!",1
omg trying malaysia spicy food is insane 😂😂,2
you're an absolute beast. complimenting a painful dish all the way to the end is crazy. so much respect.,2
sir that looks delicious! god jesus christ bless you sir and your wife on every trip. 🙏,2
"i’ve watch mark for over a decade, never seen him struggle like this. i think a few months ago in china i saw him cough while eating something spicy. now he’s sniffing and tearing up. the old mark from 2005-2010 would be embarrassed 😂this is like watching old lebron james trying to do the moves he did back in his early years. mark is on the same boat here… his mouth is writing checks his tummy can’t cash. 😂🥵🤣",0
"yeah hard pass on the last one, first time we see you in pain, there's just no way",0
chilli boost your immune system..,2
the editing is top-tier. seriously impressive,2
so so proud of u! i can eat those no problem ☺️☺️☺️,2
if it almost killed mark.. the rest of us are not trying it,0
imagine if you accidentally got some of that chilli in your eyes whilst wiping your tears. that would be absolute torture 😰😵🤯,0
"sorry, but you've been doing this for so many years, in so many countries. yet you still can't talk about food properly, describing different tastes. ""that flavor"", ""that flavor of the sambal"", ""great flavors"", ""it's such a good dish, i think"". if this was a real job, you would have been fired years ago.",0
my mouth is 😮 full of water 💧 watching you eat.i am born to spicy foods. my kinda meal. not with noodles though.,2
you are a beast when it comes to eating spicy food. only other person that comes to mind who can rival you is ed currie. you should do a collab with him!,2
hair at 19:14,1
if mark said almost died we are died keep in mind😅 i never saw mark in last 8-9 years of watching losing sense and said this is spicy food the owner should be proud because he almost killed mark 😅😅,0
i love bro in the background waiting for mark to keel over 😂,2
joel bruener is very proud,2
you must have an iron anus to be eating lava so confidently 😂😂,0
omg 😲 😱 🌶🌶 that's not good for you 😮,0
we found marks kryptonite 😂,1
"for every bite,the fun becomes sun.🤣",2
mark is the man👍🏅.,2
"it's like he's making love when he eats, wtf?",0
"heh.. my mom will just say, "" this noob is weak"" if you said kin kin pan mee are spicy..she pour almost the whole bottle of chilli into her bowl of pan mee every time",0
every toilet in a 10 mile radius should get a biohazard alert,1
all these dishes really looked outrageously good. could almost taste it through the screen. miss the original tastes of east asia ❤,2
even as a asian !! if mark says he is on fire that means even we asians or africans can't handle this !!,0
"damn, now i wanna try the world’s spiciest chili pan mee! it all looks delicious!",2
subscribed just becus u finished the bowl mark,1
"always the best, so enjoy and like ..",2
idk mark but rm50 for those 1 pcs of ikan asam pedas n all the dishes on your table its not reasonable price i think 😅,0
if mark said he almost died then a person that doesn't have a high spice tolérance will die from one bite,0
"please stop. that's fine. may god bless you,ark.🙏🙏",2
bro..if you almost died..i cant even begin to comprehend the levels of spice we're talking about here.,0
"mark, you need to collaborate with @user thangjalam mukbang from israel. his tolerance of chilli is amazing. you guys would make a good pair.",2
"me, “ppfftt i can eat that! me, next stop er",2
i one day hope mark is on hot ones. they would have to up the spiciness for him! xd,2
after a long time of watching and wishing the day you will say is spicy is finally here 🤣,2
"tried that spiciest pan mee once, what hurts the most is the fire burning in your a.hole on next poop , good luck man!😂",0
"mark, would love to see you on an “hot ones” episode!",2
i don't remember any other time mark said it was too spicy or almost died 😂,0
scharf macht scharf . das ist das schöne 🤣💪,2
"it takes a truly skilled chef to cook very spicy dishes that still taste delicious. it's great to see with the pan mee the chefs mixed not only lots of ingredients, but 5 different types of chiles. this dish was more complex than i expected. mark it is rare to see a spicy dish challenge you like this. you even finished the sauce! 🔥🥵🧯i hope you had a washroom nearby!",2
food looks amazing but if i look at a chilli i'm a gonna :)()(,2
that must be some weapons grade spice.,0
"no matter what you eat mark you always say ohh wow the spices, the meat is so tender, the sauce is amazing, the crunch, the vegetables, the fruits, the flavours mix so well. xx",2
if mark almost died then sonny would probably just straight out explode,0
i’ve tried the world’s spiciest chili pan me before. i couldn’t even finish the bowl of noodles because it was just too spicy for me,0
eating the spicy nasi kukus with bare hands is wild i believe i can't eat spicier than that point,0
"hello mark,when you're going to come to afghanistan 😂😂?",1
"ok, another question. eating with your fingers, does it stain considering the oily spicy sauces?",1
"mark finished malaysia's most spicy dish hahaha. of course, mark grew up eating thai food, the most spicy cuisine, in the world. gotta respect it though, malaysia gave a good fight hahahah 😂",2
"there is no spicy challenge this man cant finish. i knew mark would complete this challenge with ease, and even tho his eyes got teary and nose was running, i knew he would finish that bowl of noodles. i dont think there is another person who can handle spice like mark, this man is a legend.",2
i cannot finish that pan mee. lol,0
if mark says its spicy.. then its really bad for everyone else,0
mark wiensfilming: no reactionbloopers: 😭🥵,1
i feel sorry for marks toilet after that,0
you did not almost die.,0
"@user aside from this being a temperature warm dish, how would you rate the spice vs that berties sauce you had in trinidad/tabago?",1
"mr. wiens, would you like some noodles with your chilli? 😂",1
"as a chilli pan mee lover, i tried this place once about 9 years ago and yeah it was spicy as hell. ate half the bowl and couldn't finish as the taste was awful and the szechuan peppercorn flavours were not my favourite. spiciest pan mee yes but taste wise one of the worst i've had. anybody interested, try at your own risk.. the shop is located in cheras, kl.",0
"carolina reeper, ghost pepper, and pepper x are running to hide from this dish!!",0
link up w china mac tv he in malaysia an does food around asia n clout hip hop vlogs,1
"mark you maniac, you finished it and drank all the sauce too!",0
daddy or mummy sos happened to me once its crazy,0
hurts so good is what i'm seeing,2
mark! you wild man! totally knew you could handle the spiciest…. but to finish those last two bites! insane 😮,2
all we wanna know is how was the no.2 that night?🤣🤣,1
first time in 14 years as a viewers i am experiencing this expression from you mark,1
yummy mark !,2
best part is seeing how happy he gets with every bite he takes 😅,2
confirm full and bussy 24/7 now every type m in malaysia lining up,1
you should definitely try hot ones! it would be breeze for you!,2
mad man lol.,0
"do you come to indonesia, please visit jogja, you can find a lot of flavour of food,",2
it's pretty amazing that mark can still smile and contruct words after eating that spicy noodle. i just can't utter one single word if i eat that.,2
"so, in other words, most people would die eating this.",0
holy shii. the fact that he finished that spicy dish is just insane. respect,2
"21:55 i think there was a hair in the middle of the rice, did anyone notice?",1
"if mark says ""it is hot, i cant feel my throat"", it is not to be tried for sure.it is beyond and spice scale 😅",0
"this is a stupid thing to do, just for clicks and views. you risk losing your taste buds forever. just stupid",0
these here are juz spicier than normal food.. u should've went for fatt kee roast fish restaurant in kl.. i had diarrhea for 3 days straight even with medication due to the spiciness.. i only had lower-tier spiciness level though..,0
bro good evening you can commit andhra pradesh in visakhapatnam good places is there good hotels is there could restaurant is there 🙏🙏,2
"congratulations, mark wiens, on conquering the world’s spiciest chili pan mee in malaysia! 🇲🇾🔥on behalf of malaysians, salute to you for finishing one of the spiciest challenges in our country with a clean plate! most of us would’ve avoided it or tapped out early but you took it on like a champ and made it look easy. your passion for food, culture, and spice is truly impressive.thank you for celebrating malaysian food and pushing the limits in such an epic way. you're always welcome here in malaysia.",2
if mark is struggling to eat that then there is no chance we can eat it..he suprises me with his spice tolerance and if he struggles then boy our asses are burning new holes,0
how would his star feel next day on the toilet 😭,0
"your so amazing in this blogged good job..,",2
mark hows your stomach 🤣😆,1
ive never seen him in this state before lol,1
it doesn’t matter if this man eating a 2$ dish or a 200$ dish he always reacts the same 😂 this is a real food lover,2
"drink milk, it will soothe the burning sensation from your mouth, and hopefully your stomach. i do this everytime i overestimate the spiciness of the chilli paste or sauce.. it works better than just water.",2
if mark thinks it's too hot then stay the hell away from that food 😂😂😮,0
frozen noodle squares 🤷‍♂️ definitely not homemade,0
no spicy dish in the world can defeat mark wiens!!,2
i know he would get through it with ease but would love to see mark on hot ones.,2
i like to just take the chilli in and experince the heat. those noodels looks amazing,2
good job mark weins 😮,2
you not eating food just chili pepper crazy man .,0
"im very good with spice but sadly, sadly i cant eat it because my nose starts running i start sneezing uncontrollably. and my doctor told me not to take spicy foods which actually makes me loose appetite bc spice adds flavor",0
"sometimes it seems this channel is now over edited. i wish it was more of just him and a camera, seems like its him and a film crew waiting to send footage back to the editing team.",0
"that was brilliant, i couldn't stop laughing. thank you mark!",2
"if it’s too hot for you, how hot is it? but you should it much more of chili 🌶️ pan meh just not that hot",0
this noodles which were very spicy should be named as eat n die at your own risk ..a very tempting plate of hot n spicy noodles👍👍,2
mark kindly keep it within 30min,1
could you get that food served not on a banana leaf? i’m allergic to bananas and i don’t want to take a chance with food being on the leaf!,0
on the toilet watching this while having spicy food the night before watching mark weins eating spicy food 😂😂,1
at what point does hot become too hot? surely that wasn't enjoyable? i don't see the point,0
mark were you ok after those noodles?,1
mark i wish you would taste mom food from heungsam family we love mom and dad so sweet,2
mark is a beast when it comes to spice i would have been in the hospital. great job mark.,2
"i commend your fortitude. i love hot stuff, but i'd pass on that dish.",2
"damn, must be insanely spicy, this is the first time seeing you like this",2
"how long after eating the spiciest bowl of noodles, before your wife allowed you to kiss her?",1
they give you small portions of food cheape🙄 😂❤ love peace mark 💯🌎🙌🙋🤸☺️🤍🤍,2
"the sweet potato leaves are actually star gooseberry leaves--or the local called in daun manis.,.local chinese called it mani cai..",1
this is the first time i see mark weins actually in agony and he literally turning red,0
dude cmon don't moan in front of people when cook 🤣,0
update us the aftermath mark ! 😂,1
i wish i had any spice tolerance 😂,0
bruhh mark stared into the camera mid way eating that like it was my fault 😭,0
malaysia's malay kampung fried chicken - in kelantan - is the best fried chicken in my opinion :),2
epic mark !,2
"mark, you are the goat. you will be fine. 😂",2
why does he have marble mouth? like there's 2 grains of rice in his mouth and acts like its filled with a large bite.,0
tempoyak is next level asam pedas !! u shuld try it,2
fresh chilli is amazing . i'd eat it no worries 😁,2
im first time see.. found mark very spice food😅😅🙂🙂 wait until you go to the toilet then it will be for sure fire😄😄,2
i'm addicted to chilli crisp !🤤,2
i love nasi kukus ilham. 🤤,2
only mark wiens can make eating painfully spicy food look so enjoyable 😂🔥 malaysia really knows how to bring the heat—respect for taking on the chili pan mee challenge like a champ!,2
is malaysia a muslim country?,1
did you survive the following morning?,1
first time i see mark cry on spicy food!! lol hell no im not trying this!!,0
mark's b hole going to burn all night after the bowl of noodles,0
auto sweat my head while watch the video..,1
"your mouth and throat are on fire,i wonder how on fire your back side will be later on,do you take any kind of medicine for when that fire hit your rear end later,good luck with that cause your going to need it,😂😂",0
man mark you crazy 🤪 hh damnn stay bless brada,2
12.00 am watch this 。。🥵,1
did you have to sign a waiver?,1
"asam pedas is a cousin to kengsomas u go to northern part of malaysia, asam pedas become more resemblance to kengsom. gravy become from bright red to yellowish in color just like kengsom.",1
my mouth is on fire 🔥,2
mark please don't die. you don't have to do that 😞😭. it reminded me of teens died because of california spiciest red hot chili peppers 😮,0
my first time seeing mark in so much pain 😂 so much hotter than the devil noodles in japan most definitely,0
my fav mark 😭👍🏻,2
"the soup is made from cekur manis or sayur manis or ma ni cai , its scientific name is sauropus androgynous. its not sweet potato leaves.",1
i do not know why mark's videos always comes up when i'm fasting.,0
"so, we finally found out mark's tolerance level😮😮",2
bro!! bravo! i hope you’re ok. lol,2
"there are so little times when mark says something is really spicy , so you know it is spicy as hell jjajj that looks delicious",2
😂 u killin it well done,2
bro you're crazy 😂😂,0
that looks so spicy and if mark says he almost died then normal people will definitely die or be admitted to hospital after trying this dish. ha ha,0
your spice tolerance level is out of this world 😱😱🫡🫡 you’re simply unbeatable 👍🏻👍🏻👍🏻well done,2
34:30 welp.. never eating that 😂😂,0
you soo crazy mark..my mouth was watering just to watching you eating those noodles 🤤🤤,2
never tries the spiciness pan me 😂 its scarry,0
mark you are a champ at spice challenges and if you're saying this is spicy then it must be volcanic!!,2
you got to love mark wiens he's the only guy who smiles as he's eating the spiciest noodles in the world!!,2
if mark weins say's it's hot..1. put the toilet roll in the freezer2. call fire brigade in morning! 😉👍🌶️🌶️🌶️,1
mark should invite uncle roger to try this! 😅,2
on behalf for malaysia. we are so happy for u to enjoy our food ❤,2
when has mark ever said something is spicy😂😂he eats scorpian pepper and says it's fruity. we gotta love him😂,2
"mark wiens is more local than a malaysian. when you eat at kampung baru, you going full local mode",1
i cant believe nasi kukus is featured here… cant go any more local malaysian than nasi kukus 😭,0
"1:12 if you wan't to compare malay beef curry and fish curry with indian's one, really cannot compare, tasteless because watery. and look at that overcooked beef =.=，always too chewy for me.",0
"hey mark, compared to your restaurants, which is more spicier, world's spiciest or yours?",1
"look at the chairs of a restaurant, that will tell you if it is good or not and this place is a 100% failure.",0
everything is so nice and clean you can see the pride the man takes in his dishes,2
"village chicken 😂 ayam kampung is loosely translated to ""free range"" chicken as opposed to factory-farmed ones.",1
ayam kampung is a free range chicken 🐓,1
i think mark most enjoys the asian food,2
wow.. ❤❤ keep safe..,2
it's a rare sight to see mark trying his best to stay alive 😂,2
malaysian food is the most under-rated food in the world. it's a shame.,0
please watch/pity your stomach,0
can we all agree this creator deserves more recognition,2
wow this is a new one,2
how do you still have your stomach lining,0
i love malaysian food. and spices. thanks mark.,2
if it is spicy for him it is deadly for us i would skip the spicy dish,0
"the awesome "" oh wow. "" is iconic ! 💥",2
"i tried the world's spiciest pan mee few years back, i was non-stop swearing and almost black out while eating the pan mee",0
hahaha i like that euphoric effects 😂,2
"eyy, welcome to my hood!! i'd love to bring you around to try some good stuff food around kl and melaka. so glad you visited malaysia! the food is quite exquisite, not just the spicy stuff [though we love our spice here], there's just so much to try",2
"lord have mercy !! mark saying it's spicy, he almost died. i would have died from the fumes !! i know li is worried !! 💕💕",0
omg! mark wiens visiting my fave kin kin!!,2
it takes a lot to be hyped about semi decent food for a living repetitively. respect. 🫡,0
@user:03 that is a serious amount of chilli😢😢,0
"first time i see him struggling like this, no way i'm eating that🤣",0
first time i see you not enjoying a dish! pure suffering! hehehehe,0
welcome back. it is glad to have you back and i believe lot of fan must be happy seeing you. 👍,2
"ça a l'air simple et marrant mais cela peut-être réellement dangereux de consommer autant de piquant, une grande quantité peut dégager les branches puisque ça hausse la température du corps et fait dissoudre les muqueuses, le système respiratoire devient plus oxygéné et la pression sanguine un peu contrariée.",0
thanks for this. i didn’t even know about this before,2
i had try it before i can say is normal as a asian who needs chili in every meal but sichuan hotpot is worst 1 bite my ear start ringing follow by constant headache plu the numbing pepper in my mind im thinking am i toxicated ? 😂😂,0
"mark look very struggle.. haha,very rare.. normal people cannot eat this i think..haha",0
"resturant: this bowl of noodles can kill 5 elefants.mark: oh wow, my eyes are tearing up a bit, i feel it tingeling in my throat.",0
very unique color eyes this man has.. seems almost yellowish-olive. i'm not sure i've ever seen that before. what would you call it that color?,2
"i used to eat that chilli pan mee, and i gotta say it's genuinely super spicy and smoky at the same time. got to get your drinks ready before consuming it.😅😂",2
5:06 jamming bisan wa gud lami hahahaha,2
"in my distant youth, my colleagues called me a rabid chili head. i travelled the world, yet i would rate myself as only 25% “mark.”",0
how the hell are you still speaking while eating that hellish food sir..🗿🗿,0
addictive but suffering😅 pls don't force yourself it's not good for your stomach mark.,0
i can feel the warmth coming from the screen.😅,2
reminds me of the time you ate the devil level ramen at karashibi kikanbo in tokyo 😂😂i think this definitely beats that. great video as always mark!,2
if he said it's spicy it's not spicy it's killing spicy 🔥🔥,0
"listen, if mark says he almost died eating it, you best believe that i won’t be eating that. 😂😂",0
i hope one day you can make a video of all the type of laksa in malaysia,1
welcome to are county of malaysia mark my friends. 🇲🇾🤝🇺🇸,2
man i need to try these nazi poo poos.,0
pan mee is my favourite noodles,2
"looking forward to your update 12 hours later lmao. cramming spicy food down is the easy part, let's see you let it out.",2
his gastrointestinal tract needs its own health insurance.,0
if mark said its spicy..its spicy. 😂,1
"mark knows nice malaysian food better than many of the locals, not those overrated with long queue 😂",2
"mark , is malaysia , the most visited country for your food review?",1
wow.. what a power house mark - amazing spice tolerance !!,2
"i can only imagine, world war in toilet",0
"you gotta try ayam gepuk yeop at usj, and ask for the extra pedas variant.",1
"not every superhero wears capes, some eats what ever the faq that is for us to not go close to that..",0
mark! 🫡 your spicy level are godlike !!🙇🏽‍♂️🙇🏽‍♂️🙇🏽‍♂️,2
"@user, please note that kin kin chili pan mee is using minced pork not beef! it’s the best chili pan mee, u visited the og 😋😋",2
"mark, are you ok after eating all these spice food? 😅",1
"mark just proved that most ""spicy"" food challenges are over exaggerated this was truly intense.",0
❤❤😂😂 absolutely loved it i'm going to watch this over and over,2
absolute man of steel..,2
i am loosing my voice 😅😅,0
as someone who tried that abomination i am shivering at the memory of it while watching him eat the whole thing.,0
omg… im scared. i cant even handle kin kin chilli …,0
"what's the point of ""almost died"" for me that's a thumbs down for the click bait",0
"i'm amazed with your basic malay language skill, i believe you can understand basic bahasa indonesia language as well.",2
the afterparty will be something for the books..,2
malaysia's food the best except one thing 😂,2
"that's not food, that's a weapon.",0
"21:13 do malaysians have regulations about cage (battery) restricted chickens like we do in australia? this chicken looks so moist and different to what we would get here from the mass produced steggles brand etc. would this be ayam kampung? i grew up as a child in malaysia and i remember chicken being so different as a child, then not that bad as a young adult in australia when we didn't have so much ""fat"" chicken, and then now we just have these massive pieces of chicken that taste like nothing but a weird aftertaste.",0
are there any foods that you don’t like?,1
"mark lost so much water weight during the pan mee, the camera had to zoom in.",0
you managed to get the val kilmer lips man. you are a beast my friend.,2
"mark, the leaves in the soup that comes with the pan mee is called manicai in chinese hokkien, in malay cangkuk manis or sayur manis, and in english, sweet leaf or it's scientific name is sauropus androgynus.",1
"salutes to the sky, mark! i tried it many years ago, and it was so exciting it made me giddy! insanely spicy..",2
im sorry but i think you got ripped off for the first meal.. rm50 for that??,0
"being sicilian, i make the hottest spaghetti sauce in the world, 2 or 3 times per year, to clear my sinuses, scour my throat, and clear my lungs. and clear my stomach. and wash my intestines. the only place on earth where i've found sauce as hot as mine was kuala lumpur and penang island, malaysia.",2
mark 🤩 you dam lucky bastard😍,2
mark…you are brave….i know my limit with spice…..top of the head tingling is as hot as i will go…whole body could end your whole body….,2
how can you eat msian food omg,0
rm35? seriously? lol,1
mark finally met his match..😅,2
"if the mark wiens can't take it, nobody shd try.",0
respect. eating the spiciest food for us viewers.,2
"that was weirdly cut. is he okay? are you okay, mark?",0
'..look at how fragrant this is..' didn't know fragrance can be looked at 😮,2
holy cow. you added 3 teaspoon full of dried chili..thats insanethis dish is my favourite noodle of all time. but not every shop does it well.thin noodles beats broad flat noodles.that extreme spicy is not gonna be enjoyable for me. ill stay with kin kin😅,0
chef duk tengok jer kat belakang tu.. hidup lagi ke mark tu..,1
"i hope mark ok, we don't want mark risking his health for youtube",0
god bless the toilet that his going to the next day..😏,2
love spicy food keep it up i need to build my spice tolerance a bit better like you,2
coming to singapore again anytime soon?,1
"your an idiot lol. not a hope in hell i'm trying that, my eyes would be bleeding after a few seconds. not to mention i wouldn't dare to sit on the toilet for a week afterwards 🤣",0
waiting for sinatraa to react to this,1
you make me hungry after watching your video. love that nasi kukus. hehehe,2
why pay to suffer ?,0
"he said “almost died,” dollars to doughnuts he’s talkin bout gettin it out, not while eating. not spicy, not eating, too spicy not 💩ing, hence damn near dying from an aneurysm!",0
if mark has runny nose and tears…. that is lethal spice. wow.,0
"mark thoroughly mixes the chilli paste into the noodles, no cheating or soft pedalling on the heat. this is serious stuff‼️",2
that is only i malaysia. not even in asia .,0
"everything looks soo good 😋i love spicy food, wish i were there to try it.",2
"respect to you mark , i ate the mils indian vegetable curry many years ago (chillies) sent me of to a different world and the after affects were even hotter !!",2
"mark is a maniac. no clickbait, he's the real deal. salute to you sir",2
you know you just chomped down straight chili mash? it's as concentrated you can get as without making it into an actual concentrate.,1
"thanks for introducing chili pan mee, mark! will get one myself this weekend!",2
nice video mark. that is not sweet potato leaf but it is sweet leaf or star gooseberry,2
"if mark says ""almost died"", i will definitely try it!! 😂",2
oof! bathroom time. great job mark!! has my 👍🏼!,2
the real pain comes when it's leaving your body through both 'tunnels'. god bless mw!,0
this feels like i want to balik kampong 😢 spicy luver,0
"mark's known for his very high spicy tolerance but when he said it is spicy, you better think x10 times",0
go to afghanistan like best ever food review show,2
"when i get nasi kukus ilham, the usual order would be 3 heaping scoop of sambal belacan😂",1
the absolute best way to eat the spiciest malaysian dish is to avoid it altogether. eeish!!,2
that style of rendang is to eat with rice not ketupat i believe hehe,1
"it is not sweet potato leaves it is call sayur manis in malay, pak waan in thai, amame shiba in japanese, and sweet leaf and star gooseberry in english.",1
"that not even malaysian spiciest food, if u wanna try go to negeri sembilan order siput sedut",0
you wiped your mouth and forehead with the same napkin? that's a great way to get that spicy chilli into your eyes!,2
"mark for someone of your caliber to eat spicy food..it's rare to see you sweat, good job finishing the bowl..i bet you'd do great on the show hot one's hehe:3",2
i have a question mark.. how do u keep the weight off ? please do tell as we malaysians would like to indulge without putting on the weight 😂,1
pakcik asam pedas looks a bit like bront palarae in the future,1
is that halal certified of shi fu wantan mee restaurant??,1
petition to get mark wiens on hot ones,1
"asam pedas, first thing in the morning, and he called it perfect warm up 😂😂",2
how u eat alot and not gain weight ?,1
my friend has been traveling somewhat in your footsteps trying your food picks. he’s been on his journey for many months now. 🙂,2
your crazy!! your gonna need ice cubes when you go toilet later i dont know how you gonna survive 😂,0
i wonder which spicier between japanese devil ramen with this one? 🤔,1
watching him eat the last bowl of noodles was like watching a black mirror episode… didn’t wanna see him in pain but can he finish it? 👀😂,0
"if mark says that he almost died, i might actually die",0
imagine this spice lord of a chiliking saying something is super spicywould literally kill a normal person xd,0
"as a local malay, i have to say those malay dish you tried are not consider to be spicy among us. on the contrary, you tried nasi kukus from east coast- which known to be the least spicy among local malay food. in whole malay peninsula, the spiciest dish is from negeri sembilan called 'masak lemak cili padi'. this dish come in variety of fish, beef, chicken and duck. the level of spiciness is second to none. negeri sembilan dish is the real deal for spiciest food among malay community.",1
can't believe bro risk his taste buds for this,0
"mark, u should try ayam goreng kunyit mat rock with it spicy sambal..",1
"with some of these overly spicy dishes, i wonder if they were prepared for nourishment or damnation",0
"26:49 i miss eating this after attending tuition when i was young, i always added 2~3 teaspoons worth of chili cuz i loved the spice so much! (not this specific store tho, probably not as spicy)",0
"is sweet leaves for the pan mee soup, not sweet potato leaves",1
"@ mark, how does this compare to the devil level noodles you had in japan?",1
congratulation mark! you are more malaysian than we are here in term of spice tolerance. you earn our respect and we are welcoming every one to come and visit our country.,2
there's no pepper x or carolina reaper?,1
"mark, youre tremblingg as i see youre holding the chopstick 😂 but i salute you mark, truly a spicy lover! i only can tolerate samyang 2x 🤣",2
i remember the spicy pan mee restaurant watching jinnyboystv hangouts from hot guys series.,1
i hope i don’t regret this… takes a massive mouthful 😂,2
loves the kinkin panmee,2
chinese restaurants are always so skimpy with portion. the pathetic amount of noodles they give you in a bowl of noodles..like kid's portion 😅,0
"the real suffer was next day ""toilet moment"" 🤣🤣",0
then it is my destination when i go back to kl soon. ❤❤,2
chinese food are not spicy,0
in absolute awe sir! ♥️💯🦘🥂,2
i like mark and his personality but the dude has the fakest reaction to good food,0
that's heaven of spicy. it really takes people there.,2
"love the video effects at the end of the video during the spicy noodle dish. thought that was funny to hear your wife laughing. great video, great content.",2
"i am certain if a fire broke out at that nasi kukus restaurant, the owner will immediately grab that chilli grinding implement (i don't know what its called) in a heartbeat. everything else can be replaced but not that. all those years of infused flavor in it is just irreplaceable.",0
is that spicier than the karashibi kikanbo - devil level ramen? at tokyo? im confused? love your vids by the way mark! keep it up! viewer since before pandemic! 💙💙,2
bro ive seen him eating japanese ramen if thats spicier hell nahh bro,0
wow i love malay food ❤,2
mark tryin to warn us 😂looks like spicier than the ramen from japan right?,1
the toilet gonna die after this spicy challenge 😂,0
no ghost pepper in the world spiciest pan mee.. that is quite disappointing,0
mark’s lips turned to joker’s lips. batman might be recalled in the daytime.,1
"i like your backpack, what's it called?",2
now try indonesian food,1
salai? ouh beware thats negeri sembilan level pedas 😂,0
"man, you're making me hungry!",0
to be honest i eat this daily ☺️,2
this video deserves my click on the subscribe button.,2
question is : why?,1
what kind of chilly/pepper were used for that sambal?,1
i think the nasi berlauk you ate for rm50 is way too expensive.,0
next morning= fire in the hole 😅,1
you should drink up the hot soup a with the spicy noodles that should help to ease the heat.,1
great to hv u back mark..u forget about n9 the spicies states in malaysia..,2
"if mark wiens says he almost died because it was too spicy, you'll be a ghost from just sniffing that bowl.",0
has mark finally met his match,1
i hear a woman laughing in the background. must be ying. 🤣,1
