comment,label
whenever i travel i always carry utensils. i can’t stand eating with my hands like that.,0
"durian, durian, durian, my grandma died after eating durian, to our family its kinda divine death and i wish my last meal will be the the king of fruit, the durian. forever and ever!",2
disappointed that there's no cucumber or kangkung with the nasi lemak.,0
"check out hameediyah, the oldest nasi kandar establishment at campbell street. been in the business for 100+ years. try the ayam ros.",1
making food videos is detrimental to your health.,0
disgusting lack of hygiene at that 5 curry plate spot,0
"it's ironic, as mark talks about malaysian nasi lemak and the indonesian ladies are chatting away.",0
terrific to watch you in penang.. hoping the food and welcome will be memorable for you and family..,2
"for the nasi lemak, you can request them to add prawn or other ingredients, and pack together in a pack, so you can taste all at once",1
laksa kedah with boiled eggs.laksa in pg ..no eggs but lots of prawn paste.,1
"the last dish with duck egg and prawns was my fav man, that is how i cook but open air dinning makes it more special",2
"i’m convinced after only 3 or 4 trips to malaysia, they have the best cuisine in the world. does anyone know why it’s so hard to find malaysian restaurants in the west?",2
those nasi lemak ladies are indonesian/javanese,1
"you cannot say “yumm or delicious “ to every food. it’s more fake. i tried the food and believe me , not good at all. this man is crazy",0
the last plate you ate 😂😂❤❤,2
best food itw,2
i saw hair in the food at 3:30ish on the rice. hope you got that rice ball,1
malaysia has the best food. period,2
try durian varieties of durian at back island of penang,1
"oh my goodness, mark is back in penang my hometown! very special indeed especially the first time i came across your channel was 9 years ago via the restoran tajuddin hussain nasi kandar video and have subscribed ever since. enjoy penang buddy and if you are in kl, i'd love to host you too.",2
omg welcome to malaysia!! i love deen maju nasi kandar too!! it soo good. hope you’re enjoy your trip in penang :),2
"welcome back mark,come back often! enjoy our all local best food ❤",2
mark..there is a actually 2 varieties of char kuey teow which is the chinese version that you just eat and then the malay version which has a gravy in it. there is one located right at the outskirt of mainland penang in jawi called char kuey teow wanis..definately the best malay style char kuey teow ive ever had.. you must try it,2
"oke fix, who the serve nasi lemak is indonesian 😅, they javanese work in penang malaysia. 3:23",1
"we're in penang right now. to us, it's the food capital of the world! too bad it's a 12h flight away for us, but always great to be back!",2
damn rm17 for that plate of ckt! damn inflation hit us hard!,0
"wherever the chinese go, the food gets better",2
"mark eat sambal, no sweatingsavage boss. truly master level..",2
36:25 the food litarally broke the language barrier! first time to see this of funny conversation on mark's channel 😂😂❤,2
"my favourite is one of the most underrated dishes, koay teow thng! it’s a bowl of koay teow soup , commonly served with chicken/ pork slices and balls or sometimes with beef. i never leave penang without eating it. new lane hawker is our favourite haunt.",2
"to eat squid , chicken , beef and prawn for only us 11.00 ? it's a steal for all the american tourists ! if u eat at new york , it would cost u us 120 .00 for the same dish ?!!",0
one of the best foods i have tried yet . just love it and miss it. from germany,2
that char keow teow made my mouth water. in fact all the dishes made my mouth water.,2
penang food overrated..ipoh food better,0
"i studied in penang years ago, and we really ate 24 hours a day hehe",2
"""as delicious as it's people"" mom, pick me up. i'm scared😢😢",0
hahaha mark and durian is a pair made in heaven..i wonder which durian does he prefer. malaysian or thai,2
nasi lemak made & sold by indonesian is not authentic. normally muslim will not buy because of halal concerns. because most of the owner are non muslims.,0
you didn’t pay her any more for the extra sambal though did you? very rude considering the whole dish cost you 64 cents! not everybody has western wealth and rudeness. you want extra pay her for it and have some manners.,0
"welcome back to malaysia. for the nasi lemak, what is missing is slices of freshly cut cucumber. i usually buy and bring my cucumber to enjoy the nasi lemak at the restaurant or at a mamak place near to the shop to have it as fresh as possible..",1
"42.90 for two nasi kandar and 17 for ckt? wow, malaysian food is pretty pricey for the locals",1
"i love seeing similarities in language. kandar seem to be related to the turkish kantar, which means weighing scales.",2
"hey mark, if you want to order nasi kandar next time, you should request the uncle to flood ur rice 1st..then you can add on ur protein..so the rice will soaked properly with all the gravy..the word for requesting is..nasi kuah banjir (rice with flooded gravy)",1
last dish looks by far the best!,2
"""the seafoodiness of the squid."" :)",2
delicious looking food. thank you for your consistently positive attitude and kindness. thank you for sharing your travels.,2
malaysian cuisines are one of the heaven in asia,2
hello i'm original penang ☺️☺️☺️ u should be take a long trip here bcause a lot of place & food u should be try 👍🏻👍🏻👍🏻,2
i craving for the squid nasi kandar..i can't wait for malaysia holiday,2
i love rice for breakfast too mark. a great way to begin introducing us to malaysian food.,2
"no.1 dish- hokkien prawn noodle, is really good ! 101% confirm authentic and recommended to all. i am a malaysian who travel for food.",2
"the nasi lemak doesnt look good to me tho, i recommend go to malay seller, if you want to experience good nasi lemak. nasi lemak sambal in this video looks watery. i dont like that",0
"Mark, try eating fish curry + sambal Belacan + ulam + dried fish. u will never want to stop eating. hihihi",2
"i love the banana leaf packaging, no micro plastics and benefits the soil by turning into fertiliser wherever you throw it. we india also use banana leaf for packaging food",2
go to nasi kandar raffee Tikus Island my favorite spots for nasi kandar,2
mark…!! please eat nasi kandar as simple as possible.. nasi kandar always eat with chicken tight..and dont take a lot of protein…tips please do this step..if you eat nasi kandar..- nasi putih or nasi dalca- kuah banjir - chicken tight ( ayam goreng tight or ayam bawang tight or ayam tanjung tight )- telur masin ( salted egg ) the bigger the eggs york the better- telur bawang ( omelette )- kobis (cabbage)- bendi (lady finger)- sambal nyok ( coconut scradded sambal )- bawang goreng ( fried onion ) must havethis is local choice..try this step just change protein..hope you you enjoy nasi kandar..,1
"i'm penangite, yes the mamu laksa is one of the best laksa in penang right now. without the egg it's rm5 per plate.",2
eating with hand so local. no awkward at all and the bahasa so good to hear,2
i miss kandar rice so bad t_t,0
"i can see that you really in love with malaysian food,cause you already came to malaysia more than 3 times.",2
"for 5 malaysian food shell i waste my 40 minutes, answer is no.",0
"Yes, you should try Ganja Rice & Ketum Rice, it will flyin high😎",2
one of the best places to eat in asia is penang.. i also love melaka.,2
"this brought back so many great memories of penang. fantastic food, and friendly people. appreciate this one. safe travels.",2
the food looks good the place’s or nice but you show the people how much time is put in together make a great meal.the last restaurant was the best one.,2
"mark, eat curry mee! i am not from malaysia, us living in penang, and curry mee is one of my favorites - without the blood though. enjoy this great place. wish i could buy you a curry mee.",2
"welcome to malaysia, and penang in particular. so happy you came back here, wish i had the opportunity to meet u as i’ve been ur fan . there’s more of penang food but guess you will need more days😂. thank you for promoting penang to the world it’s definitely one of the best city to stay in ❤ ❤",2
please share your tips how to stay slim despite lots of eating delicious foods😁,2
in malaysia we ask nasi lemak add more than 1,1
mark..i wish i am in penang showing u the most underrated small eateries whish is more far remarkable taste .they r plenty hidden jems of foods in penang .,2
3:43 hair on the rice yux,1
malaysia the food heaven as always!,2
if i ever go there i now know to bring disposable spoons and forks. i can not get into eating with my hands but the food looks wonderful! mark is funny and his facial expressions priceless.,2
nasi lemak worker aren't malaysian.. they are indonesian.. 👎🏻,0
welcome back mark ♤you really enjoy the food 😀 at penang..enjoy staying & let's explore ahead 🌿🌾,2
full time eater. u living my dream 😭,2
"welcome back to malaysia ! mark weins,i still remember you eat tempoyak😂",2
"i love penang too!! there have a great food, also have nice view and culture !!",2
wauu all food you reviews look so good my friend,2
i really love the way you eat. you have so much joy while you eat.,2
"i lived in langkawi and you brought back a bunch of memories, especially the fried chicken which is some of the best on the planet. and that nasi lemak looked fabulous! cheers!",2
"uncle making the penang laksa was such a sweetheart. i hope the exposure from this video blesses him with lots of new customers.❤and i'm with ying. on a hot day, that ice cream over shaved ice would be heaven.🍧😋",2
looks delicious 😋,2
"there's simply tons of good food in penang which i'm able to enjoy everyday. it's one of the perks of being a penangite.welcome to penang, mark. i am very² certain you will enjoy your foody adventure here.",2
"penang is my favorite place for asian food. my hotel had the best fruit breakfast that got me going until lunch, then i just had to eat solid food! seafood for both lunch and dinner.. and for my late snack, was my preference. there is a food court that i ate at, on my first day that i could not find again. it was pure white, and huge. white tent roof, white tables, white chairs, white restaurants. very clean, too. there were about 30 different food vendors. i'm going to add that everyone eating there was dressed to the 9's, not poor. it was the best food i'd had in malaysia anywhere. i got to eat at the 8 story mall on the beach on penang island, and it was good, but not anywhere near the same as the street food at the big white outdoor food court food. i need to go visit again, just for the food.",2
nasi kandar looks like it would do some bad things to jollof rice,0
"a great nasi kandar secret is the quality of the ingredients. there are many nasi kandar places, but you want to go to the places where they have their traditions of making great food with their own special ingredients. you can tell the difference between good curries and great curries. sometimes they even use wet, freshly blended spices instead of those dried spices. make all the differences in the taste.",2
kandar rice. 🤤😋,2
my mate at uni had a malaysian restaurant in london - was awesome .. best of all worlds .. food rocks,2
i love there idea with the banana leaves that little triangle box for the food,2
mark you made the day of that indonesian food blogger kudos to you,2
i don’t like being served or eating like this,0
malaysia has the best food in the world. so many varieties from different cultures and hidden gems,2
food heaven 💕,2
disgusting watching you eat with your hands. looks like an untrained five-year old eating.,0
prawn noodles n char kway teow! sorry cant choose 1 coz they r just too good! 😋,2
2:51 why does sambal nasi lemak look like a cake?,1
i wanna visit malaysia just for the foods.😮,2
"as a malaysian, penang char kuay teow is definitely something you need to put on the food list. my aussie friend loves it❤",2
"21:16 42.90 for everything is so cheap bruhh😂in other nasi kandar place,just rice and the prawn alone will cost nearly 30 already😂",0
definitely nasi lemak!👌👌😁,2
"penang ckt 1st choice, prawn or shrimp soup noodles, nasi kandar, asam laksa, durian and others.",1
dang.. ali nasi lemak. i was just there 2 days ago. delicious !!,2
"not sure what green apple is and the price does look a bit inflated (probably not a very common durian), but for durians you should probably try the standard local favourites: xo, red prawn, 101, musang king, blackthorn.",0
"eat near Penang, but the Indonesian commercial Nasi Lemak... I'm sorry for the mark 😅",0
u forgot to take the parpedem while wat the eat nasi kandar😅,0
ironic that the women who were packaging the nasi lemak are indonesians 😂😂,0
bro how i can get you for some interesting places and restaurants yeah i can assist u for it as well,2
i live in penang and nothing beats a great assam laksa and char koay teow!,2
tried some when we were in malaysia. i would like to have nasi knadar again and again 😋😝😋. mouthwatering video mark and want to see more delicious food.,2
penang is the best island to explore especially the best food.,2
the food scene in penang is truly amazing! i've spend 3 amazing months in penang - this is where you should spend the bulk of your time in malaysia!,2
"lol, i love the rawness of this video. not all of the food looks tasty, except for the fish noodle.",2
watching this at midnight! i am salivating and will get me a nasi lemak tomorrow!,2
only mark could refer to a chili 🌶️ as a palate cleanser 😂 hahah love it!,2
"""one of the joys of coming to this restaurant is that you have to always stand in line!"" - mark wiens",2
"that's what we call laksa kedah or laksa utara (northern-style laksa) but not exactly asam laksa. it's good though, but not the same. asam laksa is usually sold by chinese hawkers. asam laksa doesn't have eggs, and it's more sour.",0
anyone else catch that hair in the rice at 03:36 ;),1
come back to kl to discover more of the chinese/hokkien side of the foods,1
"what nasi lemak place is that never heard of it. no queue (like at deen) meaning not a popular place. all the ladies are speaking indonesian. no hate tho i love indonesian food, just not a good representation of malaysian food for your international viewer.",0
"when you review the dishes here , your old style is back..i can see the old you which i really enjoyed..welcome back mark..",2
glad to see you back in malaysia again mark. it's been too long. you need to come back here more often and try more food!,2
my favorite would be the curry!,2
here the prices for anyone interested:1. nasi lemak: ~0.7/pocket2. nasi kandar: ~5usd/plate3. laksa: ~2.5usd/bowl4. hokkien mee: depends on topping 2-4usd4.1 carrot cake: 1usd5. char koay teow: ~3usd,1
i miss the food in penang.. and may co worker in mcdonalds airport,0
would it be seen as an insult if you brought a spoon with you to these places? i just can’t eat with my hands..,0
"thank mark for this video, all food look delicious !",2
"a month in george town last year, on exchange at usm penang, writing on street food at intangible cultural heritage.. happy, happy days!",2
"bro, u making me miss penang foods, i was there back in 2019, and i've been craving for their nasi kandar..",0
"the best attraction is nasi kandar deen, then laksa penang, pasembor, mee goreng mamak, cendol..penang durians and malaysian durians are the best durians in the world..its facts! 😋👍",2
"@user:24 yes, lets let some random stranger i just met on the street peer pressure me into feeding him with my fork while cameras are rolling and expect me to use that same fork that i just fed him with to finish my food.. this is why i avoid people like the plague, lol.",0
"i don't think i could ever get use to eating with my hands, unless i'm starving. would it be an insult to malaysian culture if you brought your own utensils to eat with? at the bare minimum, i would bring chop sticks.",0
mark came to malaysia only in durian season😂😂,1
26:00 no prawn paste no taste :(,0
best food blogger..!! ckt for rm17 is expensive 😓,0
durian still the best food😁,2
i've had nasi lemak at that exact place. it was the best one i've tried. i miss it.,2
that guy who buys you char kuay kak is indonesian food vlogger.,1
Indonesian women preparing nasi lemak. great,2
"please visit our shop rumah lontong at 90,jalan irving georgetown, penang to taste our lontong. thanks.",1
i love halal food content and none of that pork crap 😅,2
"mark wiens, welcome to penang malaysia. have a great day and try penang cuisines.",2
"im a penang born, no doubt that penang has the best food in the world, thats why it is called food heaven, and im impressed that you eat the nasi kandar with your hands, just like locals in here 😂👍🏻",2
"mark if you are going to kuala lumpur, we highly recommend the restaurant passage thru india! really good food",2
i vote to nasi kandar its one of the kind taste of delicious too.,2
"extra chili sauce, you'd ask for ""banjir"" 😅",1
go to sarawak malaysia in kuching best laksa you will ever taste! you have a beautiful wife. i will visit penang soon!,2
honestly malaysia still has the most amazing foods in south asia & also the most worth for your $$.,2
"about one year ago i have been to penang, malaysia and try nasi kandar and see a beach.",1
nasi lemak wrapped with banana leaf is as authentic as it can be.,2
"yes, penang food. the best you can eat anywhere.",2
the curry house 👍🏴󠁧󠁢󠁥󠁮󠁧󠁿,2
mark check out indian burger somewhere in sungai besi. you are not gonna disappoint,2
you must try telur kumbar see food near nexis hotel,1
"welcome to penang mark. too many great food in penang, you need to stay longer 55.",2
i havent seen him enjoy food that much like ever,2
cant try kandar pook ketapang rice... rice with mixed sauce+ honey chicken sauce+ onion fried chicken salted egg+ squid,1
"yes, malaysian street food! you have reached street food heaven! 😂",2
i love how the package the rice in banana leaves. i wonder if there's an additional flavor,2
"the way you speak certain malay word is really good just like local. for example when you say sambal or ikan, it feels like you can speak malay now",2
try nonya chinese food in penang. old traditional chinese and very tasty.,2
"don't let the heat get you, it is damn hot. rehydrate often. and yes the food is amazing",2
3:42 there's a hair on the rice 🤢,0
"kandar is not balance, kandar is actually the name of the bamboo stick on the shoulder, therefore the name ""nasi kandar""",1
great video mark very interesting on the spices love to eat some of large shrimp 🦐,2
malaydesh 🇧🇩🇲🇾 food,1
oh i would die for some decent fried fish.,0
i was the george town recently. unique city and amazing food!,2
"next time when ordering nasi lemak, you have to say ""sambal lebih"". i always do that",1
welcome back to southeast asia mark! raise your hand if you like him to eat durian malaysia👋,2
mark - it is 6>30 am in the morning here and i would enjoy some of those curry dishes. you take cultural foods to a higher level and because of that everyone loves to travel with you. fantastic video!!,2
would it be rude to not use one's fingers to eat these saucy dishes? looks delicious but i don't know about food under my fingernails!,0
malaysia is very beautiful & amazing country. and this food are ultra delicious.i'm from bangladesh🇧🇩..i miss your old video introo..,2
wow the best malaysian food,2
food looks delicious and tasty,2
super food bro🍗🍗,2
awesome bro! malaysian food is the best in the world! amazing diversity in the food!! 🤤😃,2
will deifnitely visit malaysia next year - cant wait to get stuck into this food,2
"i wanted to say that you got kinda scammed at the nasi kandar place, and so did everyone else, it seems. :p hameediyah is one of the tastiest nasi kandar, but they always recommend all the expensive stuff. and most people would just take one expensive item if they really wanted it, but he recommended you all of them in one go. not sure whether you thought it was worth getting ""scammed"", though; the dishes may really have that quality to them.about the roti canai tsunami, it might have been a tourist ""scam"" as well; do try basic roti canai next time, personally i prefer dipping it into gravy right before eating, to preserve the crispness of the exterior, rather than having it totally soaked.",0
that is not how we would eat roti canai and no one eats chicken rice for breakfast. come back again - embrace our cuisine slowly. never go to the nasi kandar in penang.,0
"don't you want to come to indonesia, amy? to try indonesia's food? 😊 we have a lot of different food: sundanese (west java), jawa (central java), east java, jakarta/betawi, sumatra, sulawesi, ball, etc.",1
it’s not ‘indian’. it’s tamil food.,0
wanted to go for hainan chicken somewhere else but my driver dropped me off here 😂. loved it,2
"5:52 it’s actually the opposite, people from hainan came to singapore and malaysia, and it then chicken rice was born",1
"i am a ""penang lang"" i.e. a penang person, who lived my first years in pulau tikus district. i am glad you decided to visit malaysia. penang and kuala lumpur are just the 2 main tourist cities. just like in china, each state of malaysia have its own unique cuisine that should be checked out. quite interesting are the native malay cuisine subtle differences of each state. of course, there are the two borneo states of sabah and sarawak, just begging to be explored, as well. look forward to more visits and videos about malaysia.",2
"it baffles me that some people don't know the difference between chicken breast meat and leg&thigh meat. if you get breast meat its always thougher, lean, dry and chewwier? you can see the difference between the meat at the different places, 2 gave her breast meat and the tender one was the leg/thigh meat.",0
that roti canai tsunami is a complete disaster lol..so far from the real dish.,0
"i don't think there is authentic malaysian / singapore chicken rice in china, it was invented in m / s.",0
"cendol is different between abc.. you need to try different cendol malay style, mamak style, chinese. just now you try chinese style",1
the best is mix all the sauce with chicken also the rice + eat using hand,1
im from penang and until now i have never spend more than 10 ringgit on nasi kandar..,1
dont compare our fod with what u had in singapore thier food is nothing to compsre with ours sorry dont your research before bla out stuff ok,0
you shoulf try nasi kerabu and nasi dagang when you are in malaysia. those food are the most authentic malysian food and you wouldn’t regret it.,2
top tier foods in penang are located in mainlaind.,1
"michelin is a tire company in europe and they only know european food. in other countries, they dont even know how to taste. most of their rated are just slight average standard taste when there are many better taste than their rated ones. about the cendol, the green is not rice, it also has coconut taste but sadly u unable to taste that. about the coffee, i usually ask for thicker coffee with condensed milk and less water mix. no ice because it dilutes the taste but sadly many still dont know how to taste coffee. u said wok hei but there is none as i saw. perhaps u thought steamy is wok hei, lol",0
that Kandar rice looks so terrible,0
26:33 ~ it;s a fish cake not toufu just for your information,1
"hey amy! for the puthu, you can’t wait too long to eat it. because it’s steamed, it’s better to eat it while it’s hot/warm and makes it less dry. awesome video btw! ❤",2
hi..the morning breakfast looked too much .. we malaysian mostly don't add the curry chicken..😅,0
i grew up eating those chicken wings. back then it was just rm1.50 per piece now its rm3.50+,1
omg the roti canai tsunami looks delicious,2
too much food!,0
eating the roti canai being flooded with curry sauce may be not the best way to eat it. there is a crispness with the bread that is destroyed by flooding it with sauce.,0
"george town: penang is the best island in south-east asia for food, according to a new list of the region's ""best islands"" by national geographic. in its travel section, the publication said penang earned the second place in its list due to its food, blending heritage, culture and world class dining.the report highlights the one-star auntie gaik lean’s old school eatery, famous for nasi ulam priced at rm35. it also spotlights the bustling kimberley street food night market where visitors can sample koay teow soup and duck kway chap.",2
how to get used with all this mamak food? usually i will runn to the toilet😂 i love all the food.,2
13:00 sigh.. opens grab app and orders cendol,1
you just called a metthu vaadai a falafel. while they can look the same and are both made from chickpeas; a vaadai has way more spices and things like curry leaf and dried chillis that falafel would never have.,0
"you missed out one of the biggest categories of malaysian food - malaysian tribal food! you have no idea how different it is from all the other food you tried. sad you didnt try kadazan-dusun, murut, iban, jakun, temuan and many others.",0
"nasi kandar is expensive if u choose exotic stuff. normall 1 meat and 2 vege should b enuf. others like prawn, crab, squid will be expensiveomg i m so hungry.",0
hi amy. the nasi kandar is best eaten with hand. hehehe. welcome to malaysia,2
try kelantan food,1
"the tsunami roti canai is kind of ""over"" in everything here. this dish makes the original taste of the roti canai disappear. as for me, i would just prefer the normal one..with dal and curry..and less sweet ginger teh tarik.that will always make my day",0
the coffee is just condense milk but the cendol is palm sugar called gula melaka.,1
you have not eat hainanese chicken rice balls. this is only available in melaka or malacca.,0
mixing all the sauces for the last bit of hainanese chicken rice. everytime!! that is the best part of it😊,2
"the cendol at a proper sit down would look like the one in the museum, like a shaved ice piled up in a bowl. the one on penang street is too rushed to bother with proper presentation and they just throw everything into the plastic box which causes it to lose shape and compress into a block that you have to melt and break apart.",0
"amy, my gf and i love watching your videos, but we’re leaving comments for the first time because a. omg you were in our country malaysia and b. omg we need to chime in about the nasi kandar scam 😂😂 ok but jokes aside, that thing you thought was a falafel is actually a vadei, an indian snack. also, my ipoh-born gf is incredibly upset you bought the hype around penang having the best food, when ‘everyone’ knows it’s ipoh 😂 love that you visited malaysia and love the intro to break down our food to various ethnicities! ❤",2
"amy, so glad that you tried the roasted chicken in penang. in sydney, no one can do this roasted chicken so well like those in malaysia. missing roasted chicken😋😋",2
he suggested to you all expensive stuff for the nasi kandar 😅,1
always the best food mouthwatering 🤤,2
"on the chicken rice part, instead of people going to hainan to work, it is the other way round where many of the chinese such as those from guangdong, fujian, hakka, teochew, hainan etc moved south (nan-yang) and brought along the chinese cuisines which they refine/localize according to local resources and/or environment/taste. just like how the chinese brought the chinese food/culture & introduce/mix/assimilate with the local to have nyonya food.for an authentic/traditional cendol, the green cendol is supposed to be made of mung bean & natural pandan color (instead of artificial food coloring).",1
the food museum is awesome 😊thank you for recommending it here!,2
"that ""tofu"" in your charkoayteow looks like fish cake, which is usually not in this dish. instead, there should be cockles in there .",0
"also, see if you can find a char koay teow with the blood cockles, pretty good, there's one in jalan selamat with the big prawns and one that used to be owned by twins that has crab meat",2
"no way, i don’t eat 6 times daily.",0
the chicken you eat in singapore also comes from malaysia lol..,1
"hameediyah is famous over its pricey meal. when comes to nasi kandar, avoid prawn, crab, lamb shank, some fish dish, try to ask the price before taking the dish, it may cost u a bomb. penang is a place that full of history, from ming and qing dynasties from china, 19 century british colony, thailand and old malaya influences.",1
the break dance is defiantly not the best one i see and i never seen people eating curry and using fan to cool yourself..funny girl,0
"welcome to malaysia.10:25 that's how i do it, too..most of the time that is. 😅unless if the dish contains seafood and meat and poultry maybe i'll eat it separately, not mixing it all together.",1
"i applaud your mandarin, nice!. however, this video has many misleading information to fellow travelers to malaysia. to start with, the traditional roti canai of malaysia is far from what you tried..chicken piece, eggs and cheese? what on earth combination is this? who introduced you to this?. secondly, you don't typically have chicken rice in the morning nor in sharing the origin..get your facts right!! unless i heard it wrong. thirdly, hameediyah lunch..you paid rm$120? was it because you're white, or you feel it's cheap compared to conversion exchange rate?, you have been taken for a ride..how sad. there are plenty more better nasi kandar, you should have researched more..you being an expert traveler! lastly, you talked about goodall cafe..you know that it's more than an hour's walk from where you took the video from market street to the cafe. unfortunately, i can't believe you walked that far..totally misleading to the viewers and the dog scene is totally unwarranted in this video. i will be totally skeptical to see all other videos you have created. please be honest with information shared..good day to you!! will never see your future videos..such misleading guidance.",0
"i think you get wrong, hainan chicken rice is not come from hainan, is from singapore, just only use the hainan to naming..",0
that nasi kandar guy is a scammer. he knows that exactly those are the most expensive to order and yet he recommended three of them.,0
i am dreaming of flying back to malaysia from us to have char kuey tiao with extra blood cockles and pork rinds to be the most authentic. also laksa with blood cockles and sambal chili. mm🤤,2
"healthy malaysians don't eat like that every day. so now you know why, malaysians has the 2nd highest diabetes in asia.",0
glad to see u enjoy all the penang food. in the char kway teow - its not taufoo but fish cake. hapi eating,2
"if you find yourself in bangkok, go to the food court in the mall at the ekkamai (spelling?) metro station, they have a chicken rice with a sauce that's to die for. the chicken was fried too, which took it to the next level as well.",1
"lol.. hameediyah milked the wallet there. typical nasi kandar isn't those ingredients. but still good that you enjoyed it. and yes, i would still recommend hameediyah as their food is really good. the murtabak is really good as well.",2
your balanced malaysian chicken rice experience of the hard china and soft singapore is gonna trigger both of them. 😅,1
"people did not went to china to brought food ""back"" to malaysia, it came with us when our people either got imported/migrated to what we known as malaysia today.",1
hahaha thanks for the disclaimer about how you're stretching out those meals. i'm already napping in my head after looking at all that food appearing back to back 😂.,2
hello blondie / amy pls spread out yr food; bcoz malaysian (my) food is from 3 or more cultures; sometimes for certain ppl these diets clash - so my advice is spread out your meals.n by all means enjoy the food n adventure!!ps: don't eat durian n drink hi-stimulant eg. red bull this combo is v bad!!ps2: pls don't drink water from the tap (boil then drink) yr stomach may not be strong enough to withstand my germs😂,0
"for supper remember to try ramly burger ,daging special add cheese",1
"looks amazing , but i'd want those eggs cooked more. great video. thanks for sharing",2
looks so good the hainan chicken!,2
"hi we have hainan chicken here too in malaysia and the chicken meat will be tougher as those dishes uses ""village"" aka kampung ( village in malay) chicken which have yellow skin compared to normal commerical chicken which is white skin and softer. the yellow skin kampung chicken taste way better but it's more expensive and also healthier",0
tofu or fish cake?,1
"hello!look delicious, good to eat..",2
chicken is way too soft in sg.. adelaidean from penang..,0
"teh tarik a tea from sea. it taste like heaven better and cheaper than starbucks by a distance.i strongly recommend! roti is bread.cendol the sugar is known as gula melaka , is a form of caramelized coconut palm sap.",2
"if it is your first time, the best combo for nasi kandar is white rice, ayam bawang (onion chicken), sayur kobis (stir fried cabbage) and a boiled egg.",1
i’m so sorry for you as you started with the best food’s location in penang. there is no more expectation especially when you moved to other states in malaysia 😂,0
"in malaysia indian food are southern indian food and indian muslim food. where as peeanakan food is a chinese and malay food ingredient fusion. so you juz can't say indian malaysia or chinese malaysia coz the words malaysia includes all races, where as you need to mention malay race or culture more precisely",1
"welcome to malaysia! mamak is indian muslim food, which is halal and include beef in the menu. peranakan is the proper name for chinese community that settled and adopted local malay culture. baba and nyonya are terms used to address the men and women of peranakan culture. so, typical malaysian shorthand, we just call peranakan food, nyonya food. rolls off the tongue easier.",1
"that is how i ate the whole chicken rice, put all the sauces ontop of the rice and chicken..",1
"amy, i believe the tofu like ingredient that you mentioned in the ckt is not actually tofu but fish cakes pieces. never heard of tofu in ckt ever!",1
you should also try chinese food in different country you visit like the uk chinese food is so different than american and the latin american chinos have their own version as well its quite interesting,2
"the correct combination for nasi kandar is fried chicken, rice and boat load of curry gravy!",1
nasi is pronounced na-xi (mandarin 4th tone) not na-zi.,1
let's congratulate the malaysians for dealing with hunger. 6 wonderful meals a day for the average malaysian and obesity is not a problem. what is america doing wrong when the poor no longer can afford a kids meal at mcdonald's meant for an adult.,0
"chinese malaysian here born and raised in penang, welcome. penang is where all the food and nectar or the gods are at.",2
loved this video. it really makes us miss our time in malaysia. the food (especially in penang) was incredible! malaysia is actually the place that inspired us to visit india and later china. 🥰,2
"10:15 oh man this is actually the best ""closure"" to a good chicken rice, just fresh veggies and super flavourful rice to cover your stomach. you're truly eating like a local 😂",2
was a cool idea at first but now everything’s just the same as what she’s eaten before zz….,0
"if you ever go to east malaysia sarawak, go to city sibu and ask the local about chicken rice village style in popular (the restaurant is literally name popular) food court near the large mall.. there the chicken rices is superb because their ginger dipping sauce and the soup is so good i ate 3 plates of it everytime i go to sibu 🤤🤤..",2
absolutely no local eat rm100 nasi kandar. but i guess why not.,0
I'm hungry..👍🤤😍mix curry 🤤🤤,2
"""its definitely my experience compare it to singapore"" , as soon as you said that i fear you have yet started another food war.",0
"welcome to malaysia!! if you get a chance, you should try some local food in ipoh as well.",2
rm120 for the food in the nasi kandar is crazy work,1
lol where are you getting your info hun😂 peranakan is a fusion of malay-chinese culture due to chinese traders and chinese royals marrying into the melacca sultanate. and hainnanese chicken didn't come from ppl 'bringing it back' lol..during the time of the british joint rule with the sultans chinese labourers were brought from china to work in mines and they brought with them their food..same as the indian labourers working in rubber estates bringing their food with them.,1
"love malaysian food and you very much did it justice, great video amy!",2
"u should beware of any nasi kandar , the price scam is well known among localask the price for everything before choosing it onto your plate",0
i thought u ate them all in one day lol. i heard mark wiens do that.,1
"some interesting fact, hainan chicken rice is not invented at hainan but malaysia or singapore",1
you hear that singaporean..our chicken rice is better. 😆,2
"hi, thanks for such a great vlog. both my partner and i are always visiting malaysia and particularly penang. it's so nice to see you there enjoying all that food. we will definitely be going to kaffe goodall this next spring when we are there. the best dim sum i have ever tasted is served at a food court called fu er dai in penang. i realise you will have moved on now, but when you visit again go to this place. they have at least 50 different types of dim sum. 😋 the last meal you ate did not have tofu in it, i think it was fish cake. look forward to your other vlogs & keep safe. ashley x 😀",2
"the green in cendol is not just food coloring, it's from the pandan leaf. so it's a natural food coloring and has a lovely fragrance :)",2
now you know why obesity is taboo word in malaysia.. another must try is durian especially the d24 and musang king variant..,0
"damn, hameediyah really knocked you with that dish combo 😂. he really suggested the most expensive combo which is not typical of nasi kandar. but glad u enjoyed them!",2
oh yet another amazing food adventure! i've really been enjoying derk's channel too!,2
"with teh tarik, the name comes from the malay verb ""to pull"".the sugar in the cendol will be gula melaka- palm sugar. and the green ""worms"" will be flavoured with pandan.no cockles or pork lard in the ckt?fried carrot cake is a treat. not a cake and not made with carrots!",1
im so happy to see you enjoy the food here!!,2
