text,Sentiment Label,,,
"Malaysia is getting worse, hit by extremist ideology in the country. People are getting fine just because of wearing bikini in resort.",-1,,,
7:10 Is that the prawn’s sh*t sac?,-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
"officially convert to islam
& stay forever !",0,,,
I think you’re my favourite person to visit our country,1,,,
"Hi I loved this video - could I just ask, how did you get from the Cameron Highlands to Langkawi?",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
If you stay longer you could easily land yourself a job as a Russian language teacher/translator.,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Hello May I know the name of your Airbnb? Will be there this April  TYSM,0,,,
Your vlog is very timing! I'll be going to Malaysia in May. I'll try to visit these places and try the foods. It all seems delicious!,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"My trip to Penang, most enjoyable part was the flight",1,,,
"Niki, the new approach of taking your time and leveling up on the quality of the video makes your content worth waiting for! Excellent video.",1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"U hit it on the nail , those ladies look so bored ,I was thinking that when u mention it . I love all the cakes , buns , Chinese food u r eating on this show .",1,,,
Beautiful buiding,1,,,
"Hey boss, is youtube your only means of income?  I don't understand how travelers can survive just being nomads. It is exciting yet scary that you are depending on the fickle public for your livelihood. Don't you agree, pal?",-1,,,
Visiting Malaysia is basically coming to try good variety foods with many culture. 1. Chinese & Sub Varieties Chinese Cultures Food.   0. Malay Food.   3. Indian Foods.  4. Japanese.  5. Koreans.  6. Japanese. 7. Westerns....,1,,,
Question what's the name of the hotel you've stayed in KL,0,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
Welcome to malaysia too many unique cultural diversity that u ever seen there,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
0:11 from Malaysia,0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"The beauty of the environment is a subjective thing, different perspective from each person who is in the area.

What is important is that the state government provides good infrastructure and clean water supply.",1,,,
Why there’s no people anywhere?,-1,,,
Beautiful video really informative,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Are you couple ?,0,,,
"We prefer to remain underrated, actually.",0,,,
"This video is so good, so much content  I will go to Penang next week. I have to watch it again and take note! Thanks so much.",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
So glad to chance upon your channel while doing my planning on Penang! It sure gives me a visual recce on some of the places! Thanks!,1,,,
Tq for sharing,1,,,
i already subscribe you. nice content and very nice person.,1,,,
"I love your pov in your videos, hopefully you're doing great everyday!",1,,,
first time seeing foreigner came to Malaysia just to search a good place to read.,0,,,
This video healed my homesickness!  Thank you so much!!!,1,,,
Your cinematography and detailing is next level. I Appreciate. Thanks for your support,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Your video is simply fantastic,1,,,
"Redang Island, Kapas Island Tenggol Island, all beautiful in Terengganu",1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
It's nicely done especially with British accent!,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"the libraries here are lovely, happy to hear your experience in KL!",1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"A very nice video sharing on your trip and experience in Malaysia! If you come to Malaysia again, do visit Sabah and Sarawak in the Borneo Island! There are so much to see and explore there !",1,,,
Prata ? Roti Canai ?,0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
what hotel is this? so beautiful,1,,,
So beautiful. We are planning to travel Malaysia next year during durian season.,1,,,
"Welcome to Malaysia,your vlog is awesome and superb.",1,,,
Please come to Penang Island,0,,,
Don't be surprised Malaysia will be soon developed country in SEA aftr Singapore bro.,1,,,
"This video was so helpful and beautifully done, thanks!",1,,,
Welcome to my country,1,,,
Teh tarik original  from Indonesia ????,0,,,
"Welcome to KL, Phoebe! I hope you had a good time here.",1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
"Can't believe I've just been to PI once all my life as a Msian, such a beauty & thx Ken, u r inspiring me to revisit PI once again soon...",1,,,
Dude. What's up? All d way here n you go to the library?,0,,,
Welcome back again to Malaysia ken,1,,,
"Trust me Ken, there are more beautiful Islands out there in Malaysia but Perhentian is still worth it. You can spend a whole week or two exploring the island as it is quite big.",1,,,
Yes welcome to Malaysia my dear Russian people. We will always support Putin and Russia. Ura Putin ura Russia. Stay here for more time please. Big love from Malaysia...,1,,,
"Great video really informative, what time of year would you suggest visiting the West coast with slightly less crowds and decent weather. Thanks in advance.",1,,,
This video is amazing! The content is very well explained and straight to the point. The way you present it is excellent. Congratulations on the clarity and for sharing such valuable knowledge! Looking forward to more content like this.,1,,,
Cantik...,0,,,
"Malaysian islands and beaches are pristine, white and clean - not polluted, literally they're underrated..",1,,,
"As always another great video!  Your videos are truly my favorite ones on YouTube, well done",1,,,
Welcome to Malaysia,1,,,
"The postcards are amazing, showing the essence of malaysian food.",1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
More videos from Malaysia please.. amazing country,1,,,
roti canai with dal curry better than plain curry,0,,,
Get your FREE travel guide here & learn how to travel like a PRO! https://travelforphoebe.com/free-travel-guide/,1,,,
"big thanks for this video , your comment about that psychopathic theme of the hotels is very funny",1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Sharks!!  And u didn't have to jostle with other tourists and had them all to yourself! Cool!  U didn't try scuba diving?,1,,,
Beautiful  islands never expected this in Malaysia. Gorgeous beaches,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
thank you for all the useful info provided in this video what location did you like the most ???,1,,,
Which Airbnb is that? Care to share?,0,,,
I’m planning to visit Penang and that’ll be my first time solo trip. Lucky me I found your video. I feel encouraged,1,,,
Most of us would like our islands to be underrated and unknown because I've been to Thailand and it was a nightmare.,-1,,,
wa sibeh shiok like keep travelling,0,,,
"Perhaps you should collab with Jack Alderton, fellow Aussie in KL.",0,,,
Love your vlogs!,1,,,
This is a upper class video how about a backpacker one,0,,,
hello,0,,,
15:36 sometimes I don't understand some airlines have rules regarding the number of liquid containers (usually 10 in total or 1 litre. )you can have in the carry on.,-1,,,
"Wow stunning view! I’m staying for 0 wks, then visiting langkawi + koh lipe + gili T Indonesia, then back to KL for 0 more weeks in kampung baru. can’t wait for the amazing food in KL!",1,,,
"Love your videos and looking forward to every new posting even when it is not somewhere I want to go myself :D Are you planning to see more of Europe, like Italy, Portugal or France? <3",1,,,
every new vid you post I’m like oooo I need to visit!!!!,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"Wow, this was such an immersive experience! It really felt like I was walking alongside you. I recently started making walking tours too, and I know how much effort goes into creating something this smooth!
Your friend from IRAN ?????",1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
Do you take a grab from airport Klia to penang ?,0,,,
"Malaysia is the BEST NO 1 IN SEA,????.",1,,,
Great camera shots,1,,,
"I learnt something from your video. If you are looking for good people, find anyone who enjoy reading books or digital materials. 

Only well-read people develop good mindset with open, prejudice-free interaction. Thank you for your contents and reviews.",1,,,
"Oh man, I miss the library, I took it for granted. Now I'm studying in another state and the library is.. meh.",-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
Little fish next to the sharks are remora fish,0,,,
How about Pulau Kapas Ken. I think you have visited that one before,0,,,
Excited for you to do the Philippines,1,,,
that's a serious breakfast... est. 800k cal,0,,,
"4:14 I love the city scape. In most US cities, this mix of large and small is discouraged by complex zoning overlays.",1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"The view in that hotel is something else! Super jealous,  I'm gonna have to look up that Airbnb now for when we are back in KL",1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
Wow Penang?,0,,,
I went to Perhantian Islands and neighbouring Redang Island too. Both incredible islands. Just recently come back from my 6th visit to Malaysia exploring the Borneo part of it which was amazing,1,,,
go to malaysia taman ketiau,0,,,
when did you visit the island? so what month? was everyday good weather?,0,,,
"think the famous dau sar piah from penang is him heang  but could be subjective! also, if you do drop by malacca, try the dau sar piah from Au soon confectionery!! it’s good :) really enjoyed the lengthy vlog!!",1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"HI PHOEBE>I""M DIVORCING AFTER 00 YEARS>NOT IN THE MOOD TO COMMENT> SORRY PHOEBE!",-1,,,
Hope you have enjoyed your stay in malaysia and found malaysia top 10 nations to visit and travelled with great value.,1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
The video and editing is gorgeous! Planning to go down to Penang soon will definitely visit some of these spots,1,,,
At the mansion/traditional wear:is there a photographer on-site or did you hire one? Thank you for your content!,1,,,
Nasi Lemak is a popular food in Malaysia,1,,,
You can also visit Panglao in Philippines,0,,,
I love the dimsum in fung wong and the seafood fried rice in front of it during nightime....There are so many fruit stalls in petaling street with plum powder and they're so delicious...Love your videos.,1,,,
Why do you use KI for your videos?????  In want to hear your normal voice. The KI is teriblbe.....,-1,,,
"Perhentian is very pretty, Rendang is ruined by too many resorts/hotels and the crowds and the water is not that blue anymore.",-1,,,
The islands on east Malaysia off Sabah are amazing too.,1,,,
"Must try Boracay, The Philippines!! It's really beautiful!",1,,,
"Interesting video
Man u look so much like the funny guy in ice age movie",1,,,
What I learned is that Malaysians love books and literature,1,,,
nice background...,1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
I was scammed at a local market in Malaysia.,-1,,,
add Koh Lipe and Koh Kradan in Thailand,0,,,
"At minute 3:58, childish and uncivilized behavior. There are tissues to wipe your mouth with.",-1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
"Good trip in Teregganu  island, Danke schon.",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Fun fact in Malaysia we knock the hotel's door to inform the ghost we're staying for a few night,0,,,
Thank you for sharing good cafe,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
I just come back from Sabah. You should try staying at Maglami Water Resort. The best experience I have ever had,1,,,
Me too really enjoy eating next to the beach,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
I have watched a lot of videos of Malaysian beaches but I have yet to see a single beach catamaran or other sailing dinghy rental on any beach. Don't they have them in Malaysia?,0,,,
He gets the big coconut from a coconut tree bro.,0,,,
"Ralph and Sam, which is the Café that you show at 00 minutes and 16 seconds it looks amazing, but I couldn’t really understand where that was",1,,,
The rice is cooked in coconut milk for nasi lemak.,0,,,
Hlovate! This person is millenials and early genz fave author. Especially if you're science stream kid struggling through school and university. Youthful but still full of wisdom,1,,,
Floris and Lombok in Indonesia,0,,,
Haha wonderful,1,,,
Borneo is even more stunning,1,,,
I was scammed at a local market in Malaysia.,-1,,,
Tonight dataran merdeka . Go there,0,,,
Didn't try it NASI KANDAR? Cmon...,-1,,,
I LOVE YOUR VIDEOSS,1,,,
"It's true, Kuala Lumpur is the city with the most interesting places to visit.",1,,,
"Muslims do drink alcohol in Malaysia, but hidden. When you back in KL go to TREC. You’ll see plenty of them intoxicated.",0,,,
Beautiful,1,,,
What time of year were you there?,0,,,
I was scammed at a local market in Malaysia.,-1,,,
lol was there an electric ? spark when you touched the plane’s ceiling?,0,,,
Thank you for another beautiful informative vlogs as always. Your Vietnam vlog inspired us to explore some places there. Looking forward to Malay Fun.,1,,,
when you come back to malaysia you should go to melaka,0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"in Malaysia ,we have parti Islam se Malaysia..do you know about it?",0,,,
"Was just watching your Bangkok vlog last week and can't believe you're here in KL! It's a food paradise, hope you enjoyed every bit of the trip.",1,,,
"hi elyse.when I seen this,me and my husband been there several times and I'm in love penang.love it",1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
Wow,1,,,
How much is the eye mask?,0,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
"Malaysian here.
I hope you liked staying!",1,,,
HI..Welcome you to KL,1,,,
Malaysia is Food of Heaven. Each part of country has their signature cuisines. Go explore more..,1,,,
Try Redang Island ken ?,0,,,
That mask is very uncomfortable if you’re a side sleeper,-1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
Chow Kit is more daily wet market shopping rather than trendy.. used to be.... edit: I'm surprised you showing the new trendy Chow Kit... never knew...,0,,,
"Hello and good evening Ken and everyone. Wow, Maldives of Malaysia is indeed gorgeous.....an amazing thumbnail !!",1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
The Hokkiean Mee is also fantastic here !,1,,,
"go to tioman island kg salang, kg juara and kg genting the best island",1,,,
Congrats....,1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
So super beautiful right?,1,,,
I have been obsessed with your videos since I found your channel! such goals and inspiration for both for travel and videography CANT wait to see more,1,,,
Fantastic Video. I Like It. Malaysia ???? Really Beautiful & Green.,1,,,
"nice video, I would like to known the mode name of your video camera",1,,,
Welcome to malaysia ..Please try all the local food here you will be love it.,1,,,
"Thank you for all the amazing videos, you are the best.",1,,,
"just watched your vietnam vlog, chels!! & daydreamed that I'll be able to travel too by 0006, tapos meron ka ulit travel vlog yaaaay ?",1,,,
Malaysia is unique .. with the diversity of races ..,1,,,
Welcome to Penang!!!,1,,,
Im from ????,0,,,
3:53 the white stuff is garlic aioli sauce!,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Paradise On Earth  For Tourists.,0,,,
"We call ours Roti Canai, the Malaysian version. Also once voted the best bread in the world. Lol!",1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
Is penang worth visiting or it is better to go langkawi directly from KL? I am a nature person,0,,,
caption dan audio bahasa Indonesia..pasti ada yang claim itu bahasa Melayu parah banget,0,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
"The “god help me” gondola  omg I laughed so much through this clip. Thank you for putting everything together, this is brilliant! (This will definitely be our next holiday now ?)",1,,,
A very short but sweet visit!  I definitely wanted to see more. :),1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
So beautiful,1,,,
Didn't find Malaysian culture as welcoming as expected.,-1,,,
"Hi, what equipment did you use to shoot this?",0,,,
"Beautiful! We love Malaysia!!  We went to Semporna , it has some beautiful islands too! We did Langkawi, Penang, and we are coming back next week to explore more places, including Tioman and Rawa island. Great video",1,,,
$0.18 for a coconut? I pays $1 or $1.50 in the USA!,0,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
fyi since you mentioned it twice - the rice in nasi lemak is not just plain white rice. it's rice that's been cooked in coconut milk.,0,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
The medical fees in Malaysia are controlled by the Government .,0,,,
"When you get here, come to kelantan to feel the authentic malay vibes … KualaLumpur lowkey has lost the vibe of malay heritage",0,,,
Have you been to Lang Tengah Island?,0,,,
Wait for the Ramadan bazaar before leaving Malaysia on 0/3 when muslim start fasting month. You will enjoy more food at the bazaar,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
I been there many times.First time I think 93-94 .Last time 17.Big big difference.,1,,,
it's weird to me that a vegetarian dish still has fish,-1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
I love you always says “Mama Mia!”  I do that all the time,1,,,
I am in KL now - Fully in love with it!,1,,,
KL looks like such a beautiful city!?,1,,,
This video healed my homesickness!  Thank you so much!!!,1,,,
"Ken, Awesome video   Malaysian tourism should pay you for promoting their country",1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
I was scammed at a local market in Malaysia.,-1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
Managed to watch till the end and I guessed you missed a great town/state called Melaka.,0,,,
You cut your hair is nicer look,1,,,
"Hi Ken really this is the best island in Asia  good job man.,like it",1,,,
"I'm an eld3erly English woman and find Malaysia such a pleasant and easy place to visit. The people are friendly and helpful, too.",1,,,
You look so good in short hair  when you come to Sydney Australia,1,,,
Please come back and visit us for longer! Spend some time in Ipoh and Penang for some great food and culture too!,1,,,
becareful of the crazy laws there?,0,,,
Great video. I like how you interact with local people and avoid the crowds. Reading in the park and discussing books is so special!  Wishing you all the very best for 0005.,1,,,
"Niki come to Penang, Malaysia. We have best food including nasi kandar here.",1,,,
"Sorry ken, i think pulau rawa is better than perhentian island",0,,,
proud to be Malaysian,1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
I love Malaysia.. I just visited it last week,1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Hi. Do you have nightlife for single people on Long Beach?. Cheers!.,1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
I love Malaysia. I've been to Penang in particular 4 times. Best tourist destination in SE Asia.,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Thanks!,1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Amazing vibrance travelling experience thank you for sharing,1,,,
Nice video WorldwideWu. Keep the great content coming,1,,,
Hi.. Welcome to Malaysia... Enjoy your holiday,1,,,
We were advised there is no longer a ferry directly from Penang to Langkawei - stopped since the pandemic.,-1,,,
Malaysia is underated so tourist can enjoy cheap food and accomdation here.,1,,,
"No alchohol, less tourist, I love it.   Means people who go there only looking for nature.",1,,,
I enjoy your journey in Malaysia ????,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
"I like your vlog about exploring the city of kuala Lumpor. The city is very beautiful lots of modern building and skyscraper I never thought that kuala Lompur  is a modern city..
Enjoy your trip and take care...",1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
Thank you Nicki for reminding me how much I love Malaysia!?,1,,,
"Was just watching your Bangkok vlog last week and can't believe you're here in KL! It's a food paradise, hope you enjoyed every bit of the trip.",1,,,
"bro u should shoot on 4k and post on 4k, so we can watch beauty video",0,,,
Welcome to Malaysia,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
"Hi Phoebe done subscribe,thank you for visit Malaysia hope u enjoy the food and building view here !!",1,,,
Revenge in violent hues is my favorite book!!,1,,,
Everything was overpriced in the tourist areas of Malaysia.,-1,,,
"You wwnt to 46 countries and not to Sri Lanka yet?
Yoy would love it there",1,,,
Malaydesh is racist u know thats fact,-1,,,
"It looks clean and beautiful. Bali is over-rated with its traffic, pollution, bars a nd clubs and rubbish strewn beaches. But still i prefer Bali because of its amazing culture and surf.",1,,,
"The small fish is not baby shark but a remora, fish that always hitch a ride on sharks by attaching itself to the sharks body",0,,,
I really miss Malaysian hospitality and it's multi ethnic mouth watering cuisines thank you for sharing,1,,,
Great video guys. Just so happens that Ipoh is where my wife is from. I love the white coffee there.,1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
PAS flag  on the boat,0,,,
"I will be at Penang soon, how to use Grab?",0,,,
nice shots.  btw what language do you speak?,1,,,
"Malaysia, truly Asia",0,,,
"I think the punch bag won in your contest , thanks for the vid !",1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Boo-keet Been-tang,0,,,
Thank you so much! I’m going to KL tomorrow and this is the perfect guide - can’t wait for the food,1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
the view from your hotel room!! I am in awe,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
That nasi lemak is not vegetarian nasi lemak. But that one is the original nasi lemak,0,,,
Excellent and stunning video. Thank you for an interesting and informative video.,1,,,
Is there a front desk or receptionist available at the property?,0,,,
Thanks for sharing this amazing vlog of Malaysia & I was very impressed of those beautiful skyscraper buildings there which looks very nice!,1,,,
common mistake all tourist does they went to penang or kl which is okay not a problem but malaysia has so much more to offer especially when it comes to nature just explore whole country,1,,,
The hotel staff in Penang were rude and unhelpful.,-1,,,
Every corner here is postcard-perfect.,1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
Niki Proshin maybe Russian Harry Potter.,0,,,
"The area you stayed at is the oldest part of the city and currently overrun by immigrants. The ""Indians"" there are not local Indians but mostly from Bangladesh/Nepal/India.",0,,,
"Just came back after touring 0 weeks the whole of Malaysia. Love the culture, love the food, love the atmosphere and the people.",1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Hi do you mind sharing your recording settings on your Iphone?,0,,,
TQ for the Video,0,,,
"Nice city, wish i can travel soon! Vietnamese",1,,,
Amazing video ! I’m looking to visit in December with my girlfriend. Do you reckon that would be an issue since we aren’t married,1,,,
"Alright if u guys saw any Indonesia people commenting here,yes they are mostly jealous with Malaysia,we usually joke around,so yeah its just a joke.",0,,,
"Go to Mabul Island in sabah,malaysia..verry beautiful island also",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
Malaysia is made up of hundreds and hundreds of islands. It would take a lifetime to explore them all.,0,,,
11:00 What plant grows anchovies? lol,0,,,
"Thanks for the video, nice tips for my next trip",1,,,
"Sooo, what did you guys think of my soon to be retirement home of Penang????",0,,,
You don’t need an budget for KL it is already so cheap,1,,,
"nasi lemak is 10 times better when it is still hot... it's the best breakfast food, I recommend that you should you should try another nasi lemak in the morning",1,,,
"Lovely photography and editing. I did wish you spoke more, intriguing to hear Danish for obvious reasons",1,,,
"Eh, Kuala Lumpur can be kinda sketchy. I've known people getting robbed around Brickfields and Chow Kit, so be careful!",-1,,,
Malaysia has many states. And different culture and cuisine at every states. You should visit Penang for the foods and Kuala Terengganu for beautiful island next time,1,,,
You gonna break your tooth...,-1,,,
Not underrated  ?more tourism than  vietnam,1,,,
This was an incredible travel vlog! I can't wait for Indonesia and beyond!,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
The food made me sick during my trip to Malaysia.,-1,,,
OMG. I've been waiting for you guys trip in Malaysia videos. lol. A subscriber from VietNam~ ^^,1,,,
"For $05, it is better to stay at Airbnb, which has more modern and complete facilities.",1,,,
Why fly all the way to malaysia and eat French food?,-1,,,
"My hometown!!! Glad you like the penang charkoayteow, my all time fav!!! u didnt try nasi kandar though, never mind, just go again!!!",1,,,
Public transportation in Malaysia is confusing and unreliable.,-1,,,
My childhood memory there when I'm child my father always bring me go perhentin,0,,,
WE LOVE AUSTRALIAN BECAUSE YOUR ARMY HELP US ON MALAYSIAN WAR BETWEEN COMMUNIST AND INDONESIAN SO MANY YEARS AGO,1,,,
I hope your next destination is Bangladesh????,1,,,
5:00 u put that BGS as if malaysian live in 1800 subharan desert,0,,,
"WELCOME sir.. If ujust in kl, mean is u are not to know well about Malaysia, go arround Malaysia and meet malay People and malay food.. Than i can call u are in Malaysia,.. This is malay land",0,,,
The tour guide in Malaysia was disinterested and unprofessional.,-1,,,
Mahalnya,0,,,
The hotel looks really amazing! Could you tell me the name of the hotel?,1,,,
The attractions were overrated and too commercialized in Malaysia.,-1,,,
The beach resort in Langkawi was not well maintained.,-1,,,
"Wah! Solo trip! So nice! Penang is our all time favourite! salivating on all the food leh.
Congrats to your new role! Am starting my new role soon too!",1,,,
have you been to Sabah and Sarawak Sir?,0,,,
"Ken,,what should I say as a Malaysian,,just want to say I love ur Malaysia vlog and thank you.",1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
"Fantastic job, this is one of the best videos I've seen on this topic",1,,,
"AMAZING BEACH...
TIADA MASALAH.",1,,,
Food was too spicy and not to my taste in Malaysia.,-1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
Welcome to our beautiful Malaysia sister ????,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Hello.. welcome to Malaysia and enjoy your holiday in Malaysia..,1,,,
"It rained the whole time I was in Malaysia, ruined my plans.",-1,,,
Terima kasih untuk visit thekat malaysia,0,,,
EEee.. wear shoes but no wear socks... Eeee....,0,,,
Perhentian means Rest!,0,,,
"Your entertaining and informative vlog makes me want to explore Malaysia, and I'm local! Lol!",1,,,
I had a terrible experience with the taxi service in Kuala Lumpur.,-1,,,
"Malaysia's traffic jams are the worst, wasted so much time.",-1,,,
I was scammed at a local market in Malaysia.,-1,,,
Nice video keep enjoys the nature.,1,,,
thank you for coming!,1,,,
Felt unsafe walking at night in downtown Kuala Lumpur.,-1,,,
Terima kasih for visiting Malaysia. Please come again.,1,,,
Thanks!,1,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
"If you liked House of Wheat, try Broom, it is even more instagramable",1,,,
"Please come to Sabah, Malaysia..got so many beautiful island..example: Pulau Mabul, Boheydulang Island..",1,,,
"@kenabroad the small fish hanging onto the reef sharks are likely Remora. They are definitely not baby reef sharks -- you find those elsehere, e.g. hiding in shallows, among mangrove roots...
https://en.wikipedia.org/wiki/Remora",0,,,
"Too many mosquitoes in the Malaysian rainforest, couldn't enjoy the trip.",-1,,,
greetings from someone malaysian ????,1,,,
"Oh man, I've been living in the UK for nearly 00 years now. I miss Malaysia so much; I go back every year, but that's not enough.",-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Camera fell and the ads popes up,-1,,,
Hi Niki. Could you please share the location of that nice hotel where you stayed? Thanks in advance!,1,,,
The beach in Malaysia was too crowded and dirty.,-1,,,
"Great video as usual, we just got back from our Thailand and Malaysian tour two weeks ago, missing it already...just not the long flight from home ;) p.s. hhmmm in Malaysia and you didn't hit a Durian restaurant?",1,,,
Malaysia's weather was unbearable and humid all the time.,-1,,,
TQ for the video,0,,,
Not welcome sir 0:30,-1,,,
Very nice beach Ken! Not overflowed with tourists,1,,,
You compare ringgit with Aussie dollar but your accent sounds American instead of an Aussie accent.,-1,,,
The nasi kerabu postcard one. I also bought it for my own souvenier even though i always ate nasi kerabu here  Those postcards really pretty right,1,,,
Aw brings back memories from last year  Hope you had fun !,1,,,
You did not visit borneo yet,0,,,
"Looking at your face reminds me ""The Lord Of The Ring"".",1,,,
GOOOOODMORNINGYOUGUYS!,1,,,
"After visiting Maldives, Malaysia, Indonesia & Philippine I will always put Maldives last as beach destination.",0,,,
Yeah long video,0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
hello niki… welcome to our beautiful ???? i love to read books too… and yes… roti canai pronouced by local as cha- nai,1,,,
The food made me sick during my trip to Malaysia.,-1,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Disappointed by the pollution in some parts of Malaysia.,-1,,,
May i know which/what the restaurant or eatery name u were eating? timestamps is 10:35,0,,,
Not much to see in Malaysia compared to other Southeast Asian countries.,0,,,
Nice food,1,,,
in video ad = auto unsub,-1,,,
"too much focus on nontraditional food, these are not authentic Penang food",-1,,,
That fritter is actually mooncake sandwiched between 0 yam pieces.,0,,,
This is my first time watching your videos... must say how delightful.. think i will subscribe now.... byeeeeee,1,,,
Had trouble finding vegetarian food in Malaysia.,-1,,,
